geo_code,age_group,population
E07000125,90+,554.00
E07000125,All ages,70895.00
E07000126,0-4,6006.00
E07000126,5-9,6674.00
E07000126,10-14,6405.00
E07000126,15-19,5707.00
E07000126,20-24,5380.00
E07000126,25-29,6444.00
E07000126,30-34,6619.00
E07000126,35-39,6513.00
E07000126,40-44,6557.00
E07000126,45-49,7997.00
E07000126,50-54,8481.00
E07000126,55-59,7719.00
E07000126,60-64,6667.00
E07000126,65-69,6581.00
E07000126,70-74,6490.00
E07000126,75-79,4392.00
E07000126,80-84,3104.00
E07000126,85-89,1803.00
E07000126,90+,988.00
E07000126,All ages,110527.00
E07000127,0-4,5548.00
E07000127,5-9,6421.00
E07000127,10-14,6473.00
E07000127,15-19,7312.00
E07000127,20-24,8637.00
E07000127,25-29,6790.00
E07000127,30-34,5431.00
E07000127,35-39,5386.00
E07000127,40-44,5693.00
E07000127,45-49,7835.00
E07000127,50-54,8381.00
E07000127,55-59,8043.00
E07000127,60-64,7033.00
E07000127,65-69,6744.00
E07000127,70-74,6827.00
E07000127,75-79,4825.00
E07000127,80-84,3541.00
E07000127,85-89,1947.00
E07000127,90+,1082.00
E07000127,All ages,113949.00
E07000128,0-4,4943.00
E07000128,5-9,5556.00
E07000128,10-14,5991.00
E07000128,15-19,5540.00
E07000128,20-24,5068.00
E07000128,25-29,5717.00
E07000128,30-34,5432.00
E07000128,35-39,5559.00
E07000128,40-44,5290.00
E07000128,45-49,7253.00
E07000128,50-54,8334.00
E07000128,55-59,8352.00
E07000128,60-64,7635.00
E07000128,65-69,7865.00
E07000128,70-74,8165.00
E07000128,75-79,6029.00
E07000128,80-84,4398.00
E07000128,85-89,2635.00
E07000128,90+,1461.00
E07000128,All ages,111223.00
E11000002,0-4,82526.00
E11000002,5-9,83358.00
E11000002,10-14,76909.00
E11000002,15-19,79812.00
E11000002,20-24,100252.00
E11000002,25-29,103576.00
E11000002,30-34,94129.00
E11000002,35-39,86579.00
E11000002,40-44,76459.00
E11000002,45-49,91358.00
E11000002,50-54,97930.00
E11000002,55-59,96989.00
E11000002,60-64,84436.00
E11000002,65-69,75757.00
E11000002,70-74,69439.00
E11000002,75-79,49541.00
E11000002,80-84,38755.00
E11000002,85-89,23186.00
E11000002,90+,12074.00
E11000002,All ages,1423065.00
E08000011,0-4,10076.00
E08000011,5-9,9630.00
E08000011,10-14,8784.00
E08000011,15-19,8344.00
E08000011,20-24,9182.00
E08000011,25-29,10587.00
E08000011,30-34,10046.00
E08000011,35-39,8846.00
E08000011,40-44,7598.00
E08000011,45-49,9596.00
E08000011,50-54,10721.00
E08000011,55-59,11096.00
E08000011,60-64,9552.00
E08000011,65-69,7710.00
E08000011,70-74,6270.00
E08000011,75-79,4481.00
E08000011,80-84,3792.00
E08000011,85-89,2198.00
E08000011,90+,1062.00
E08000011,All ages,149571.00
E08000012,0-4,29676.00
E08000012,5-9,27557.00
E08000012,10-14,24011.00
E08000012,15-19,30674.00
E08000012,20-24,52181.00
E08000012,25-29,46930.00
E08000012,30-34,38290.00
E08000012,35-39,33404.00
E08000012,40-44,26356.00
E08000012,45-49,28740.00
E08000012,50-54,29747.00
E08000012,55-59,29474.00
E08000012,60-64,25166.00
E08000012,65-69,21589.00
E08000012,70-74,18384.00
E08000012,75-79,13042.00
E08000012,80-84,10425.00
E08000012,85-89,6165.00
E08000012,90+,3003.00
E08000012,All ages,494814.00
E08000014,0-4,14441.00
E08000014,5-9,15647.00
E08000014,10-14,14942.00
E08000014,15-19,14181.00
E08000014,20-24,13546.00
E08000014,25-29,15868.00
E08000014,30-34,15265.00
E08000014,35-39,14800.00
E08000014,40-44,14387.00
E08000014,45-49,18250.00
E08000014,50-54,20466.00
E08000014,55-59,20868.00
E08000014,60-64,18703.00
E08000014,65-69,16653.00
E08000014,70-74,16211.00
E08000014,75-79,11999.00
E08000014,80-84,9860.00
E08000014,85-89,6045.00
E08000014,90+,3264.00
E08000014,All ages,275396.00
E08000013,0-4,10282.00
E08000013,5-9,10802.00
E08000013,10-14,10121.00
E08000013,15-19,9295.00
E08000013,20-24,9537.00
E08000013,25-29,11658.00
E08000013,30-34,11571.00
E08000013,35-39,10901.00
E08000013,40-44,10186.00
E08000013,45-49,12715.00
E08000013,50-54,13195.00
E08000013,55-59,12264.00
E08000013,60-64,10734.00
E08000013,65-69,10324.00
E08000013,70-74,10255.00
E08000013,75-79,7064.00
E08000013,80-84,5149.00
E08000013,85-89,2673.00
E08000013,90+,1323.00
E08000013,All ages,180049.00
E08000015,0-4,18051.00
E08000015,5-9,19722.00
E08000015,10-14,19051.00
E08000015,15-19,17318.00
E08000015,20-24,15806.00
E08000015,25-29,18533.00
E08000015,30-34,18957.00
E08000015,35-39,18628.00
E08000015,40-44,17932.00
E08000015,45-49,22057.00
E08000015,50-54,23801.00
E08000015,55-59,23287.00
E08000015,60-64,20281.00
E08000015,65-69,19481.00
E08000015,70-74,18319.00
E08000015,75-79,12955.00
E08000015,80-84,9529.00
E08000015,85-89,6105.00
E08000015,90+,3422.00
E08000015,All ages,323235.00
E12000003,0-4,323296.00
E12000003,5-9,342349.00
E12000003,10-14,321562.00
E12000003,15-19,313165.00
E12000003,20-24,374859.00
E12000003,25-29,374820.00
E12000003,30-34,351808.00
E12000003,35-39,338371.00
E12000003,40-44,308946.00
E12000003,45-49,368895.00
E12000003,50-54,381215.00
E12000003,55-59,355531.00
E12000003,60-64,308462.00
E12000003,65-69,286051.00
E12000003,70-74,273954.00
E12000003,75-79,185527.00
E12000003,80-84,141919.00
E12000003,85-89,83218.00
E12000003,90+,45667.00
E12000003,All ages,5479615.00
E06000011,0-4,15572.00
E06000011,5-9,18169.00
E06000011,10-14,18460.00
E06000011,15-19,17585.00
E06000011,20-24,14249.00
E06000011,25-29,15428.00
E06000011,30-34,16058.00
E06000011,35-39,17327.00
E06000011,40-44,18670.00
E06000011,45-49,24253.00
E06000011,50-54,26450.00
E06000011,55-59,25997.00
E06000011,60-64,23911.00
E06000011,65-69,24234.00
E06000011,70-74,24403.00
E06000011,75-79,16123.00
E06000011,80-84,12126.00
E06000011,85-89,7016.00
E06000011,90+,3583.00
E06000011,All ages,339614.00
E06000010,0-4,17207.00
E06000010,5-9,17211.00
E06000010,10-14,14880.00
E06000010,15-19,13950.00
E06000010,20-24,21824.00
E06000010,25-29,23017.00
E06000010,30-34,19994.00
E06000010,35-39,16854.00
E06000010,40-44,14542.00
E06000010,45-49,16103.00
E06000010,50-54,16762.00
E06000010,55-59,15991.00
E06000010,60-64,13313.00
E06000010,65-69,11707.00
E06000010,70-74,10326.00
E06000010,75-79,6888.00
E06000010,80-84,5439.00
E06000010,85-89,3141.00
E06000010,90+,1496.00
E06000010,All ages,260645.00
E06000012,0-4,9516.00
E06000012,5-9,10255.00
E06000012,10-14,9571.00
E06000012,15-19,8464.00
E06000012,20-24,8311.00
E06000012,25-29,10390.00
E06000012,30-34,10345.00
E06000012,35-39,9208.00
E06000012,40-44,8418.00
E06000012,45-49,10785.00
E06000012,50-54,11438.00
E06000012,55-59,11194.00
E06000012,60-64,9627.00
E06000012,65-69,8819.00
E06000012,70-74,8569.00
E06000012,75-79,5927.00
E06000012,80-84,4717.00
E06000012,85-89,2746.00
E06000012,90+,1521.00
E06000012,All ages,159821.00
E06000013,0-4,9204.00
E06000013,5-9,10578.00
E06000013,10-14,10319.00
E06000013,15-19,8943.00
E06000013,20-24,8448.00
E06000013,25-29,10052.00
E06000013,30-34,10713.00
E06000013,35-39,10191.00
E06000013,40-44,9373.00
E06000013,45-49,11795.00
E06000013,50-54,12916.00
E06000013,55-59,12382.00
E06000013,60-64,11042.00
E06000013,65-69,10596.00
E06000013,70-74,9692.00
E06000013,75-79,6585.00
E06000013,80-84,4756.00
E06000013,85-89,2820.00
E06000013,90+,1600.00
E06000013,All ages,172005.00
E06000014,0-4,9822.00
E06000014,5-9,10798.00
E06000014,10-14,10260.00
E06000014,15-19,14301.00
E06000014,20-24,23198.00
E06000014,25-29,16584.00
E06000014,30-34,13466.00
E06000014,35-39,12248.00
E06000014,40-44,11402.00
E06000014,45-49,13045.00
E06000014,50-54,13440.00
E06000014,55-59,12334.00
E06000014,60-64,10705.00
E06000014,65-69,10038.00
E06000014,70-74,10156.00
E06000014,75-79,6946.00
E06000014,80-84,5692.00
E06000014,85-89,3364.00
E06000014,90+,2094.00
E06000014,All ages,209893.00
E10000023,0-4,29706.00
E10000023,5-9,33666.00
E10000023,10-14,33777.00
E10000023,15-19,31826.00
E10000023,20-24,25620.00
E10000023,25-29,32164.00
E10000023,30-34,31994.00
E10000023,35-39,32594.00
E10000023,40-44,32800.00
E10000023,45-49,43235.00
E10000023,50-54,48523.00
E10000023,55-59,47458.00
E10000023,60-64,42172.00
E10000023,65-69,40768.00
E10000023,70-74,40694.00
E10000023,75-79,27329.00
E10000023,80-84,20593.00
E10000023,85-89,12392.00
E10000023,90+,7194.00
E10000023,All ages,614505.00
E07000163,0-4,2460.00
E07000163,5-9,2886.00
E07000163,10-14,3006.00
E07000163,15-19,2956.00
E07000163,20-24,2219.00
E07000163,25-29,2628.00
E07000163,30-34,2481.00
E07000163,35-39,2792.00
E07000163,40-44,2835.00
E07000163,45-49,4054.00
E07000163,50-54,4508.00
E07000163,55-59,4457.00
E07000163,60-64,4351.00
E07000163,65-69,4106.00
E07000163,70-74,4100.00
E07000163,75-79,2825.00
E07000163,80-84,2021.00
E07000163,85-89,1326.00
E07000163,90+,821.00
E07000163,All ages,56832.00
E07000164,0-4,4101.00
E07000164,5-9,4799.00
E07000164,10-14,4833.00
E07000164,15-19,4443.00
E07000164,20-24,3790.00
E07000164,25-29,4459.00
E07000164,30-34,4498.00
E07000164,35-39,4585.00
E07000164,40-44,4641.00
E07000164,45-49,6275.00
E07000164,50-54,7527.00
E07000164,55-59,7272.00
E07000164,60-64,6314.00
E07000164,65-69,6393.00
E07000164,70-74,6530.00
E07000164,75-79,4396.00
E07000164,80-84,3336.00
E07000164,85-89,1934.00
E07000164,90+,1008.00
E07000164,All ages,91134.00
E07000165,0-4,7755.00
E07000165,5-9,9229.00
E07000165,10-14,9715.00
E07000165,15-19,9105.00
E07000165,20-24,5522.00
E07000165,25-29,7699.00
E07000165,30-34,8102.00
E07000165,35-39,9086.00
E07000165,40-44,9543.00
E07000165,45-49,11966.00
E07000165,50-54,13126.00
E07000165,55-59,12206.00
E07000165,60-64,10359.00
E07000165,65-69,9570.00
E07000165,70-74,9859.00
E07000165,75-79,6772.00
E07000165,80-84,5372.00
E07000165,85-89,3323.00
E07000165,90+,2224.00
E07000165,All ages,160533.00
E07000166,0-4,2727.00
E07000166,5-9,2991.00
E07000166,10-14,2750.00
E07000166,15-19,2873.00
E07000166,20-24,2504.00
E07000166,25-29,3981.00
E07000166,30-34,3721.00
E07000166,35-39,3032.00
E07000166,40-44,2716.00
E07000166,45-49,3622.00
E07000166,50-54,3790.00
E07000166,55-59,3878.00
E07000166,60-64,3425.00
E07000166,65-69,3240.00
E07000166,70-74,3116.00
E07000166,75-79,2038.00
E07000166,80-84,1556.00
E07000166,85-89,831.00
E07000166,90+,453.00
E07000166,All ages,53244.00
E07000167,0-4,2425.00
E07000167,5-9,2766.00
E07000167,10-14,2852.00
E07000167,15-19,2760.00
E07000167,20-24,2454.00
E07000167,25-29,2550.00
E07000167,30-34,2570.00
E07000167,35-39,2616.00
E07000167,40-44,2702.00
E07000167,45-49,3771.00
E07000167,50-54,4395.00
E07000167,55-59,4370.00
E07000167,60-64,4090.00
E07000167,65-69,4053.00
E07000167,70-74,4003.00
E07000167,75-79,2684.00
E07000167,80-84,1964.00
E07000167,85-89,1228.00
E07000167,90+,667.00
E07000167,All ages,54920.00
E07000168,0-4,5209.00
E07000168,5-9,5684.00
E07000168,10-14,5514.00
E07000168,15-19,5172.00
E07000168,20-24,5077.00
E07000168,25-29,5781.00
E07000168,30-34,5301.00
E07000168,35-39,5124.00
E07000168,40-44,5125.00
E07000168,45-49,6822.00
E07000168,50-54,8080.00
E07000168,55-59,8526.00
E07000168,60-64,8026.00
E07000168,65-69,8084.00
E07000168,70-74,8073.00
E07000168,75-79,5420.00
E07000168,80-84,4010.00
E07000168,85-89,2409.00
E07000168,90+,1299.00
E07000168,All ages,108736.00
E07000169,0-4,5029.00
E07000169,5-9,5311.00
E07000169,10-14,5107.00
E07000169,15-19,4517.00
E07000169,20-24,4054.00
E07000169,25-29,5066.00
E07000169,30-34,5321.00
E07000169,35-39,5359.00
E07000169,40-44,5238.00
E07000169,45-49,6725.00
E07000169,50-54,7097.00
E07000169,55-59,6749.00
E07000169,60-64,5607.00
E07000169,65-69,5322.00
E07000169,70-74,5013.00
E07000169,75-79,3194.00
E07000169,80-84,2334.00
E07000169,85-89,1341.00
E07000169,90+,722.00
E07000169,All ages,89106.00
E11000003,0-4,81026.00
E11000003,5-9,85811.00
E11000003,10-14,80960.00
E11000003,15-19,80107.00
E11000003,20-24,105878.00
E11000003,25-29,104962.00
E11000003,30-34,92760.00
E11000003,35-39,86314.00
E11000003,40-44,77107.00
E11000003,45-49,93795.00
E11000003,50-54,96671.00
E11000003,55-59,89278.00
E11000003,60-64,76828.00
E11000003,65-69,69582.00
E11000003,70-74,67948.00
E11000003,75-79,46799.00
E11000003,80-84,35251.00
E11000003,85-89,20602.00
E11000003,90+,11239.00
E11000003,All ages,1402918.00
E08000016,0-4,14227.00
E08000016,5-9,14911.00
E08000016,10-14,14032.00
E08000016,15-19,12351.00
E08000016,20-24,13589.00
E08000016,25-29,15877.00
E08000016,30-34,16052.00
E08000016,35-39,15201.00
E08000016,40-44,13385.00
E08000016,45-49,17562.00
E08000016,50-54,18616.00
E08000016,55-59,17125.00
E08000016,60-64,14984.00
E08000016,65-69,13614.00
E08000016,70-74,13088.00
E08000016,75-79,8694.00
E08000016,80-84,6237.00
E08000016,85-89,3652.00
E08000016,90+,2002.00
E08000016,All ages,245199.00
E08000017,0-4,18267.00
E08000017,5-9,19734.00
E08000017,10-14,18502.00
E08000017,15-19,16076.00
E08000017,20-24,16684.00
E08000017,25-29,20738.00
E08000017,30-34,21274.00
E08000017,35-39,19764.00
E08000017,40-44,17421.00
E08000017,45-49,20881.00
E08000017,50-54,22276.00
E08000017,55-59,21351.00
E08000017,60-64,18764.00
E08000017,65-69,16963.00
E08000017,70-74,15811.00
E08000017,75-79,10679.00
E08000017,80-84,8119.00
E08000017,85-89,4792.00
E08000017,90+,2446.00
E08000017,All ages,310542.00
E08000018,0-4,15832.00
E08000018,5-9,16730.00
E08000018,10-14,15762.00
E08000018,15-19,14624.00
E08000018,20-24,14322.00
E08000018,25-29,16733.00
E08000018,30-34,16717.00
E08000018,35-39,16020.00
E08000018,40-44,14437.00
E08000018,45-49,18663.00
E08000018,50-54,19347.00
E08000018,55-59,18041.00
E08000018,60-64,15750.00
E08000018,65-69,14345.00
E08000018,70-74,14335.00
E08000018,75-79,9793.00
E08000018,80-84,7074.00
E08000018,85-89,3953.00
E08000018,90+,2193.00
E08000018,All ages,264671.00
E08000019,0-4,32700.00
E08000019,5-9,34436.00
E08000019,10-14,32664.00
E08000019,15-19,37056.00
E08000019,20-24,61283.00
E08000019,25-29,51614.00
E08000019,30-34,38717.00
E08000019,35-39,35329.00
E08000019,40-44,31864.00
E08000019,45-49,36689.00
E08000019,50-54,36432.00
E08000019,55-59,32761.00
E08000019,60-64,27330.00
E08000019,65-69,24660.00
E08000019,70-74,24714.00
E08000019,75-79,17633.00
E08000019,80-84,13821.00
E08000019,85-89,8205.00
E08000019,90+,4598.00
E08000019,All ages,582506.00
E11000006,0-4,151243.00
E11000006,5-9,155861.00
E11000006,10-14,143335.00
E11000006,15-19,137989.00
E11000006,20-24,167331.00
E11000006,25-29,162223.00
E11000006,30-34,156478.00
E11000006,35-39,153635.00
E11000006,40-44,136634.00
E11000006,45-49,155884.00
E11000006,50-54,155015.00
E11000006,55-59,140897.00
E11000006,60-64,120864.00
E11000006,65-69,110307.00
E11000006,70-74,102166.00
E11000006,75-79,68930.00
E11000006,80-84,53345.00
E11000006,85-89,31137.00
E11000006,90+,16940.00
E11000006,All ages,2320214.00
E08000032,0-4,39705.00
E08000032,5-9,41189.00
E08000032,10-14,39277.00
E08000032,15-19,35518.00
E08000032,20-24,32418.00
E08000032,25-29,34222.00
E08000032,30-34,37010.00
E08000032,35-39,37559.00
E08000032,40-44,33267.00
E08000032,45-49,35367.00
E08000032,50-54,33604.00
E08000032,55-59,31238.00
E08000032,60-64,27336.00
E08000032,65-69,23672.00
E08000032,70-74,20169.00
E08000032,75-79,13812.00
E08000032,80-84,11393.00
E08000032,85-89,6672.00
E08000032,90+,3745.00
E08000032,All ages,537173.00
E08000033,0-4,12448.00
E08000033,5-9,13576.00
E08000033,10-14,12900.00
E08000033,15-19,11536.00
E08000033,20-24,10610.00
E08000033,25-29,12351.00
E08000033,30-34,12817.00
E08000033,35-39,13485.00
E08000033,40-44,12564.00
E08000033,45-49,15644.00
E08000033,50-54,16086.00
E08000033,55-59,14590.00
E08000033,60-64,12583.00
E08000033,65-69,11460.00
E08000033,70-74,10782.00
E08000033,75-79,6952.00
E08000033,80-84,4953.00
E08000033,85-89,3020.00
E08000033,90+,1725.00
E08000033,All ages,210082.00
E08000034,0-4,27446.00
E08000034,5-9,29366.00
E08000034,10-14,27771.00
E08000034,15-19,25952.00
E08000034,20-24,27315.00
E08000034,25-29,28206.00
E08000034,30-34,27925.00
E08000034,35-39,28663.00
E08000034,40-44,26371.00
E08000034,45-49,31095.00
E08000034,50-54,30557.00
E08000034,55-59,27576.00
E08000034,60-64,23636.00
E08000034,65-69,22262.00
E08000034,70-74,20957.00
E08000034,75-79,13977.00
E08000034,80-84,10408.00
E08000034,85-89,5957.00
E08000034,90+,3287.00
E08000034,All ages,438727.00
E08000035,0-4,50495.00
E08000035,5-9,50276.00
E08000035,10-14,43743.00
E08000035,15-19,47664.00
E08000035,20-24,78808.00
E08000035,25-29,64763.00
E08000035,30-34,55100.00
E08000035,35-39,52135.00
E08000035,40-44,44912.00
E08000035,45-49,49053.00
E08000035,50-54,48987.00
E08000035,55-59,43821.00
E08000035,60-64,37023.00
E08000035,65-69,34195.00
E08000035,70-74,32199.00
E08000035,75-79,22147.00
E08000035,80-84,17923.00
E08000035,85-89,10571.00
E08000035,90+,5379.00
E08000035,All ages,789194.00
E08000036,0-4,21149.00
E08000036,5-9,21454.00
E08000036,10-14,19644.00
E08000036,15-19,17319.00
E08000036,20-24,18180.00
E08000036,25-29,22681.00
E08000036,30-34,23626.00
E08000036,35-39,21793.00
E08000036,40-44,19520.00
E08000036,45-49,24725.00
E08000036,50-54,25781.00
E08000036,55-59,23672.00
E08000036,60-64,20286.00
E08000036,65-69,18718.00
E08000036,70-74,18059.00
E08000036,75-79,12042.00
E08000036,80-84,8668.00
E08000036,85-89,4917.00
E08000036,90+,2804.00
E08000036,All ages,345038.00
E12000004,0-4,273555.00
E12000004,5-9,293162.00
E12000004,10-14,275923.00
E12000004,15-19,273717.00
E12000004,20-24,318412.00
E12000004,25-29,310058.00
E12000004,30-34,293911.00
E12000004,35-39,292697.00
E12000004,40-44,275021.00
E12000004,45-49,330618.00
E12000004,50-54,346715.00
E12000004,55-59,319161.00
E12000004,60-64,274168.00
E12000004,65-69,263141.00
E12000004,70-74,254965.00
E12000004,75-79,169047.00
E12000004,80-84,122870.00
E12000004,85-89,74777.00
E12000004,90+,42231.00
E12000004,All ages,4804149.00
E06000015,0-4,16674.00
E06000015,5-9,17889.00
E06000015,10-14,16478.00
E06000015,15-19,15661.00
E06000015,20-24,18493.00
E06000015,25-29,19191.00
E06000015,30-34,17867.00
E06000015,35-39,16686.00
E06000015,40-44,15048.00
E06000015,45-49,16782.00
E06000015,50-54,17231.00
E06000015,55-59,14989.00
E06000015,60-64,12309.00
E06000015,65-69,11082.00
E06000015,70-74,10791.00
E06000015,75-79,7532.00
E06000015,80-84,6270.00
E06000015,85-89,3948.00
E06000015,90+,2253.00
E06000015,All ages,257174.00
E06000016,0-4,25049.00
E06000016,5-9,24784.00
E06000016,10-14,22211.00
E06000016,15-19,24543.00
E06000016,20-24,40115.00
E06000016,25-29,32486.00
E06000016,30-34,26205.00
E06000016,35-39,23925.00
E06000016,40-44,20139.00
E06000016,45-49,20050.00
E06000016,50-54,19079.00
E06000016,55-59,18563.00
E06000016,60-64,15765.00
E06000016,65-69,13288.00
E06000016,70-74,10122.00
E06000016,75-79,7280.00
E06000016,80-84,5738.00
E06000016,85-89,3678.00
E06000016,90+,2198.00
E06000016,All ages,355218.00
E06000018,0-4,20755.00
E06000018,5-9,20257.00
E06000018,10-14,17906.00
E06000018,15-19,26256.00
E06000018,20-24,49059.00
E06000018,25-29,32794.00
E06000018,30-34,22692.00
E06000018,35-39,20451.00
E06000018,40-44,17104.00
E06000018,45-49,18323.00
E06000018,50-54,17956.00
E06000018,55-59,16026.00
E06000018,60-64,13290.00
E06000018,65-69,11234.00
E06000018,70-74,9563.00
E06000018,75-79,6590.00
E06000018,80-84,5391.00
E06000018,85-89,3421.00
E06000018,90+,2001.00
E06000018,All ages,331069.00
E06000017,0-4,1855.00
E06000017,5-9,1988.00
E06000017,10-14,2277.00
E06000017,15-19,2486.00
E06000017,20-24,1821.00
E06000017,25-29,2091.00
E06000017,30-34,1918.00
E06000017,35-39,2212.00
E06000017,40-44,2211.00
E06000017,45-49,2717.00
E06000017,50-54,2978.00
E06000017,55-59,2801.00
E06000017,60-64,2464.00
E06000017,65-69,2652.00
E06000017,70-74,2680.00
E06000017,75-79,1877.00
E06000017,80-84,1370.00
E06000017,85-89,809.00
E06000017,90+,490.00
E06000017,All ages,39697.00
E10000007,0-4,40208.00
E10000007,5-9,44530.00
E10000007,10-14,43694.00
E10000007,15-19,40807.00
E10000007,20-24,40425.00
E10000007,25-29,46710.00
E10000007,30-34,45408.00
E10000007,35-39,45869.00
E10000007,40-44,45094.00
E10000007,45-49,59221.00
E10000007,50-54,64034.00
E10000007,55-59,57886.00
E10000007,60-64,50573.00
E10000007,65-69,48557.00
E10000007,70-74,48272.00
E10000007,75-79,31673.00
E10000007,80-84,22288.00
E10000007,85-89,13395.00
E10000007,90+,7498.00
E10000007,All ages,796142.00
E07000032,0-4,6277.00
E07000032,5-9,6988.00
E07000032,10-14,6731.00
E07000032,15-19,6446.00
E07000032,20-24,6218.00
E07000032,25-29,7247.00
E07000032,30-34,7051.00
E07000032,35-39,7361.00
E07000032,40-44,7260.00
E07000032,45-49,9635.00
E07000032,50-54,10136.00
E07000032,55-59,9189.00
E07000032,60-64,8162.00
E07000032,65-69,8054.00
E07000032,70-74,7986.00
E07000032,75-79,5140.00
E07000032,80-84,3422.00
E07000032,85-89,2103.00
E07000032,90+,1272.00
E07000032,All ages,126678.00
E07000033,0-4,4272.00
E07000033,5-9,4556.00
E07000033,10-14,4420.00
E07000033,15-19,4130.00
E07000033,20-24,4391.00
E07000033,25-29,4981.00
E07000033,30-34,4856.00
E07000033,35-39,4694.00
E07000033,40-44,4458.00
E07000033,45-49,6135.00
E07000033,50-54,6326.00
E07000033,55-59,5540.00
E07000033,60-64,4893.00
E07000033,65-69,4560.00
E07000033,70-74,4515.00
E07000033,75-79,2972.00
E07000033,80-84,2051.00
E07000033,85-89,1162.00
E07000033,90+,618.00
E07000033,All ages,79530.00
E07000034,0-4,5360.00
E07000034,5-9,5906.00
E07000034,10-14,5503.00
E07000034,15-19,5222.00
E07000034,20-24,5827.00
E07000034,25-29,6596.00
E07000034,30-34,6367.00
E07000034,35-39,6309.00
E07000034,40-44,5912.00
E07000034,45-49,7633.00
E07000034,50-54,8150.00
E07000034,55-59,7409.00
E07000034,60-64,6513.00
E07000034,65-69,6163.00
E07000034,70-74,5964.00
E07000034,75-79,4037.00
E07000034,80-84,2915.00
E07000034,85-89,1795.00
E07000034,90+,1047.00
E07000034,All ages,104628.00
E07000035,0-4,2788.00
E07000035,5-9,3432.00
E07000035,10-14,3892.00
E07000035,15-19,3617.00
E07000035,20-24,3086.00
E07000035,25-29,3188.00
E07000035,30-34,2920.00
E07000035,35-39,3181.00
E07000035,40-44,3760.00
E07000035,45-49,5190.00
E07000035,50-54,6290.00
E07000035,55-59,5890.00
E07000035,60-64,5301.00
E07000035,65-69,5450.00
E07000035,70-74,5434.00
E07000035,75-79,3505.00
E07000035,80-84,2615.00
E07000035,85-89,1546.00
E07000035,90+,892.00
E07000035,All ages,71977.00
E07000036,0-4,6278.00
E07000036,5-9,6895.00
E07000036,10-14,6464.00
E07000036,15-19,5763.00
E07000036,20-24,6068.00
E07000036,25-29,7394.00
E07000036,30-34,7182.00
E07000036,35-39,6936.00
E07000036,40-44,6731.00
E07000036,45-49,8449.00
E07000036,50-54,9209.00
E07000036,55-59,8091.00
E07000036,60-64,6643.00
E07000036,65-69,6192.00
E07000036,70-74,6389.00
E07000036,75-79,4299.00
E07000036,80-84,3275.00
E07000036,85-89,2075.00
E07000036,90+,1157.00
E07000036,All ages,115490.00
E07000037,0-4,4541.00
E07000037,5-9,5073.00
E07000037,10-14,5110.00
E07000037,15-19,4876.00
E07000037,20-24,4719.00
E07000037,25-29,5356.00
E07000037,30-34,5082.00
E07000037,35-39,5222.00
E07000037,40-44,5063.00
E07000037,45-49,6857.00
E07000037,50-54,7696.00
E07000037,55-59,7226.00
E07000037,60-64,6109.00
E07000037,65-69,5721.00
E07000037,70-74,5454.00
E07000037,75-79,3497.00
E07000037,80-84,2428.00
E07000037,85-89,1397.00
E07000037,90+,794.00
E07000037,All ages,92221.00
E07000038,0-4,4846.00
E07000038,5-9,5306.00
E07000038,10-14,5315.00
E07000038,15-19,4881.00
E07000038,20-24,4898.00
E07000038,25-29,5513.00
E07000038,30-34,5351.00
E07000038,35-39,5302.00
E07000038,40-44,5433.00
E07000038,45-49,7255.00
E07000038,50-54,7986.00
E07000038,55-59,7393.00
E07000038,60-64,6943.00
E07000038,65-69,6683.00
E07000038,70-74,7096.00
E07000038,75-79,4800.00
E07000038,80-84,3290.00
E07000038,85-89,1863.00
E07000038,90+,971.00
E07000038,All ages,101125.00
E07000039,0-4,5846.00
E07000039,5-9,6374.00
E07000039,10-14,6259.00
E07000039,15-19,5872.00
E07000039,20-24,5218.00
E07000039,25-29,6435.00
E07000039,30-34,6599.00
E07000039,35-39,6864.00
E07000039,40-44,6477.00
E07000039,45-49,8067.00
E07000039,50-54,8241.00
E07000039,55-59,7148.00
E07000039,60-64,6009.00
E07000039,65-69,5734.00
E07000039,70-74,5434.00
E07000039,75-79,3423.00
E07000039,80-84,2292.00
E07000039,85-89,1454.00
E07000039,90+,747.00
E07000039,All ages,104493.00
E10000018,0-4,36916.00
E10000018,5-9,40779.00
E10000018,10-14,40047.00
E10000018,15-19,40356.00
E10000018,20-24,44024.00
E10000018,25-29,40557.00
E10000018,30-34,40210.00
E10000018,35-39,41586.00
E10000018,40-44,40351.00
E10000018,45-49,50199.00
E10000018,50-54,52479.00
E10000018,55-59,47803.00
E10000018,60-64,40671.00
E10000018,65-69,40354.00
E10000018,70-74,39183.00
E10000018,75-79,25626.00
E10000018,80-84,18932.00
E10000018,85-89,11669.00
E10000018,90+,6526.00
E10000018,All ages,698268.00
E07000129,0-4,5655.00
E07000129,5-9,6206.00
E07000129,10-14,6120.00
E07000129,15-19,5132.00
E07000129,20-24,4869.00
E07000129,25-29,5822.00
E07000129,30-34,6472.00
E07000129,35-39,6445.00
E07000129,40-44,6045.00
E07000129,45-49,7120.00
E07000129,50-54,7492.00
E07000129,55-59,6875.00
E07000129,60-64,5778.00
E07000129,65-69,5590.00
E07000129,70-74,5575.00
E07000129,75-79,3758.00
E07000129,80-84,2880.00
E07000129,85-89,1660.00
E07000129,90+,927.00
E07000129,All ages,100421.00
E07000130,0-4,9501.00
