geo_code,age_group,population
E07000130,5-9,10222.00
E07000130,10-14,9522.00
E07000130,15-19,12346.00
E07000130,20-24,18322.00
E07000130,25-29,12830.00
E07000130,30-34,10845.00
E07000130,35-39,10998.00
E07000130,40-44,9875.00
E07000130,45-49,12050.00
E07000130,50-54,12130.00
E07000130,55-59,11268.00
E07000130,60-64,9693.00
E07000130,65-69,9485.00
E07000130,70-74,8895.00
E07000130,75-79,5933.00
E07000130,80-84,4373.00
E07000130,85-89,2839.00
E07000130,90+,1516.00
E07000130,All ages,182643.00
E07000131,0-4,4625.00
E07000131,5-9,5435.00
E07000131,10-14,5816.00
E07000131,15-19,5056.00
E07000131,20-24,3968.00
E07000131,25-29,4463.00
E07000131,30-34,4592.00
E07000131,35-39,5093.00
E07000131,40-44,5674.00
E07000131,45-49,7344.00
E07000131,50-54,7746.00
E07000131,55-59,6781.00
E07000131,60-64,5733.00
E07000131,65-69,5584.00
E07000131,70-74,5692.00
E07000131,75-79,3589.00
E07000131,80-84,2728.00
E07000131,85-89,1629.00
E07000131,90+,951.00
E07000131,All ages,92499.00
E07000132,0-4,5972.00
E07000132,5-9,6502.00
E07000132,10-14,6322.00
E07000132,15-19,5688.00
E07000132,20-24,5168.00
E07000132,25-29,6498.00
E07000132,30-34,6653.00
E07000132,35-39,6759.00
E07000132,40-44,6599.00
E07000132,45-49,8308.00
E07000132,50-54,8614.00
E07000132,55-59,7945.00
E07000132,60-64,6866.00
E07000132,65-69,7226.00
E07000132,70-74,6842.00
E07000132,75-79,4446.00
E07000132,80-84,3081.00
E07000132,85-89,1943.00
E07000132,90+,991.00
E07000132,All ages,112423.00
E07000133,0-4,2562.00
E07000133,5-9,2981.00
E07000133,10-14,2949.00
E07000133,15-19,2631.00
E07000133,20-24,2281.00
E07000133,25-29,2583.00
E07000133,30-34,2514.00
E07000133,35-39,2684.00
E07000133,40-44,2852.00
E07000133,45-49,3778.00
E07000133,50-54,4469.00
E07000133,55-59,3913.00
E07000133,60-64,3377.00
E07000133,65-69,3384.00
E07000133,70-74,3232.00
E07000133,75-79,2060.00
E07000133,80-84,1448.00
E07000133,85-89,879.00
E07000133,90+,523.00
E07000133,All ages,51100.00
E07000134,0-4,5552.00
E07000134,5-9,6011.00
E07000134,10-14,6047.00
E07000134,15-19,5326.00
E07000134,20-24,5298.00
E07000134,25-29,6071.00
E07000134,30-34,5901.00
E07000134,35-39,6260.00
E07000134,40-44,6132.00
E07000134,45-49,7940.00
E07000134,50-54,8058.00
E07000134,55-59,7114.00
E07000134,60-64,6049.00
E07000134,65-69,5988.00
E07000134,70-74,5991.00
E07000134,75-79,3622.00
E07000134,80-84,2458.00
E07000134,85-89,1454.00
E07000134,90+,854.00
E07000134,All ages,102126.00
E07000135,0-4,3049.00
E07000135,5-9,3422.00
E07000135,10-14,3271.00
E07000135,15-19,4177.00
E07000135,20-24,4118.00
E07000135,25-29,2290.00
E07000135,30-34,3233.00
E07000135,35-39,3347.00
E07000135,40-44,3174.00
E07000135,45-49,3659.00
E07000135,50-54,3970.00
E07000135,55-59,3907.00
E07000135,60-64,3175.00
E07000135,65-69,3097.00
E07000135,70-74,2956.00
E07000135,75-79,2218.00
E07000135,80-84,1964.00
E07000135,85-89,1265.00
E07000135,90+,764.00
E07000135,All ages,57056.00
E10000019,0-4,39873.00
E10000019,5-9,42764.00
E10000019,10-14,40021.00
E10000019,15-19,40504.00
E10000019,20-24,42304.00
E10000019,25-29,42425.00
E10000019,30-34,42339.00
E10000019,35-39,41874.00
E10000019,40-44,39541.00
E10000019,45-49,50570.00
E10000019,50-54,54986.00
E10000019,55-59,53586.00
E10000019,60-64,48382.00
E10000019,65-69,48736.00
E10000019,70-74,49608.00
E10000019,75-79,33197.00
E10000019,80-84,23254.00
E10000019,85-89,14165.00
E10000019,90+,7704.00
E10000019,All ages,755833.00
E07000136,0-4,4341.00
E07000136,5-9,4517.00
E07000136,10-14,3683.00
E07000136,15-19,3460.00
E07000136,20-24,3474.00
E07000136,25-29,4526.00
E07000136,30-34,4793.00
E07000136,35-39,4451.00
E07000136,40-44,3925.00
E07000136,45-49,4440.00
E07000136,50-54,4687.00
E07000136,55-59,4403.00
E07000136,60-64,4233.00
E07000136,65-69,4041.00
E07000136,70-74,3926.00
E07000136,75-79,2688.00
E07000136,80-84,1920.00
E07000136,85-89,1200.00
E07000136,90+,658.00
E07000136,All ages,69366.00
E07000137,0-4,6258.00
E07000137,5-9,7092.00
E07000137,10-14,6889.00
E07000137,15-19,6347.00
E07000137,20-24,5843.00
E07000137,25-29,6502.00
E07000137,30-34,6260.00
E07000137,35-39,6197.00
E07000137,40-44,6247.00
E07000137,45-49,8929.00
E07000137,50-54,10323.00
E07000137,55-59,10997.00
E07000137,60-64,10968.00
E07000137,65-69,11715.00
E07000137,70-74,12212.00
E07000137,75-79,7871.00
E07000137,80-84,5259.00
E07000137,85-89,3206.00
E07000137,90+,1626.00
E07000137,All ages,140741.00
E07000138,0-4,5698.00
E07000138,5-9,5367.00
E07000138,10-14,4594.00
E07000138,15-19,7788.00
E07000138,20-24,13152.00
E07000138,25-29,8091.00
E07000138,30-34,6817.00
E07000138,35-39,6021.00
E07000138,40-44,5005.00
E07000138,45-49,5439.00
E07000138,50-54,5832.00
E07000138,55-59,5651.00
E07000138,60-64,4535.00
E07000138,65-69,4336.00
E07000138,70-74,3893.00
E07000138,75-79,2621.00
E07000138,80-84,2004.00
E07000138,85-89,1404.00
E07000138,90+,791.00
E07000138,All ages,99039.00
E07000139,0-4,5974.00
E07000139,5-9,6721.00
E07000139,10-14,6338.00
E07000139,15-19,5979.00
E07000139,20-24,5153.00
E07000139,25-29,6361.00
E07000139,30-34,6898.00
E07000139,35-39,6664.00
E07000139,40-44,6267.00
E07000139,45-49,8318.00
E07000139,50-54,9006.00
E07000139,55-59,8198.00
E07000139,60-64,6962.00
E07000139,65-69,7137.00
E07000139,70-74,7629.00
E07000139,75-79,5461.00
E07000139,80-84,3710.00
E07000139,85-89,2098.00
E07000139,90+,1111.00
E07000139,All ages,115985.00
E07000140,0-4,5183.00
E07000140,5-9,5379.00
E07000140,10-14,4892.00
E07000140,15-19,4566.00
E07000140,20-24,4460.00
E07000140,25-29,5055.00
E07000140,30-34,5501.00
E07000140,35-39,5336.00
E07000140,40-44,5201.00
E07000140,45-49,6245.00
E07000140,50-54,6941.00
E07000140,55-59,6593.00
E07000140,60-64,5925.00
E07000140,65-69,5974.00
E07000140,70-74,6174.00
E07000140,75-79,4272.00
E07000140,80-84,3224.00
E07000140,85-89,1966.00
E07000140,90+,1093.00
E07000140,All ages,93980.00
E07000141,0-4,7593.00
E07000141,5-9,8446.00
E07000141,10-14,8383.00
E07000141,15-19,7498.00
E07000141,20-24,5927.00
E07000141,25-29,7042.00
E07000141,30-34,7449.00
E07000141,35-39,8231.00
E07000141,40-44,8039.00
E07000141,45-49,10596.00
E07000141,50-54,10822.00
E07000141,55-59,10407.00
E07000141,60-64,9148.00
E07000141,65-69,8999.00
E07000141,70-74,9071.00
E07000141,75-79,5948.00
E07000141,80-84,4166.00
E07000141,85-89,2564.00
E07000141,90+,1524.00
E07000141,All ages,141853.00
E07000142,0-4,4826.00
E07000142,5-9,5242.00
E07000142,10-14,5242.00
E07000142,15-19,4866.00
E07000142,20-24,4295.00
E07000142,25-29,4848.00
E07000142,30-34,4621.00
E07000142,35-39,4974.00
E07000142,40-44,4857.00
E07000142,45-49,6603.00
E07000142,50-54,7375.00
E07000142,55-59,7337.00
E07000142,60-64,6611.00
E07000142,65-69,6534.00
E07000142,70-74,6703.00
E07000142,75-79,4336.00
E07000142,80-84,2971.00
E07000142,85-89,1727.00
E07000142,90+,901.00
E07000142,All ages,94869.00
E10000021,0-4,47337.00
E10000021,5-9,50554.00
E10000021,10-14,46795.00
E10000021,15-19,41070.00
E10000021,20-24,38514.00
E10000021,25-29,43777.00
E10000021,30-34,47961.00
E10000021,35-39,50204.00
E10000021,40-44,47234.00
E10000021,45-49,54104.00
E10000021,50-54,55590.00
E10000021,55-59,49187.00
E10000021,60-64,41389.00
E10000021,65-69,39539.00
E10000021,70-74,37932.00
E10000021,75-79,23599.00
E10000021,80-84,16730.00
E10000021,85-89,10092.00
E10000021,90+,6014.00
E10000021,All ages,747622.00
E07000150,0-4,5124.00
E07000150,5-9,5400.00
E07000150,10-14,4541.00
E07000150,15-19,3753.00
E07000150,20-24,3468.00
E07000150,25-29,4760.00
E07000150,30-34,5549.00
E07000150,35-39,5581.00
E07000150,40-44,4527.00
E07000150,45-49,4679.00
E07000150,50-54,5073.00
E07000150,55-59,4629.00
E07000150,60-64,3723.00
E07000150,65-69,3112.00
E07000150,70-74,2708.00
E07000150,75-79,1835.00
E07000150,80-84,1307.00
E07000150,85-89,719.00
E07000150,90+,339.00
E07000150,All ages,70827.00
E07000151,0-4,4464.00
E07000151,5-9,5083.00
E07000151,10-14,5059.00
E07000151,15-19,4533.00
E07000151,20-24,4043.00
E07000151,25-29,4628.00
E07000151,30-34,4481.00
E07000151,35-39,4824.00
E07000151,40-44,4999.00
E07000151,45-49,6372.00
E07000151,50-54,7096.00
E07000151,55-59,6248.00
E07000151,60-64,5384.00
E07000151,65-69,5164.00
E07000151,70-74,5040.00
E07000151,75-79,3011.00
E07000151,80-84,2136.00
E07000151,85-89,1223.00
E07000151,90+,696.00
E07000151,All ages,84484.00
E07000152,0-4,5108.00
E07000152,5-9,5600.00
E07000152,10-14,5999.00
E07000152,15-19,5411.00
E07000152,20-24,4317.00
E07000152,25-29,4781.00
E07000152,30-34,5072.00
E07000152,35-39,5489.00
E07000152,40-44,5674.00
E07000152,45-49,7173.00
E07000152,50-54,7515.00
E07000152,55-59,6617.00
E07000152,60-64,5596.00
E07000152,65-69,5796.00
E07000152,70-74,5541.00
E07000152,75-79,3371.00
E07000152,80-84,2437.00
E07000152,85-89,1483.00
E07000152,90+,926.00
E07000152,All ages,93906.00
E07000153,0-4,6419.00
E07000153,5-9,6876.00
E07000153,10-14,6354.00
E07000153,15-19,5486.00
E07000153,20-24,4801.00
E07000153,25-29,6047.00
E07000153,30-34,6488.00
E07000153,35-39,6716.00
E07000153,40-44,6503.00
E07000153,45-49,7588.00
E07000153,50-54,7490.00
E07000153,55-59,6381.00
E07000153,60-64,5474.00
E07000153,65-69,5424.00
E07000153,70-74,5333.00
E07000153,75-79,3304.00
E07000153,80-84,2291.00
E07000153,85-89,1371.00
E07000153,90+,920.00
E07000153,All ages,101266.00
E07000154,0-4,16226.00
E07000154,5-9,16281.00
E07000154,10-14,14003.00
E07000154,15-19,12571.00
E07000154,20-24,14251.00
E07000154,25-29,14733.00
E07000154,30-34,16727.00
E07000154,35-39,17086.00
E07000154,40-44,14692.00
E07000154,45-49,15144.00
E07000154,50-54,14964.00
E07000154,55-59,13268.00
E07000154,60-64,10973.00
E07000154,65-69,10183.00
E07000154,70-74,9293.00
E07000154,75-79,5968.00
E07000154,80-84,4365.00
E07000154,85-89,2789.00
E07000154,90+,1629.00
E07000154,All ages,225146.00
E07000155,0-4,5003.00
E07000155,5-9,5771.00
E07000155,10-14,5790.00
E07000155,15-19,4977.00
E07000155,20-24,3792.00
E07000155,25-29,4633.00
E07000155,30-34,4714.00
E07000155,35-39,5427.00
E07000155,40-44,5926.00
E07000155,45-49,7417.00
E07000155,50-54,7638.00
E07000155,55-59,6842.00
E07000155,60-64,5639.00
E07000155,65-69,5422.00
E07000155,70-74,5652.00
E07000155,75-79,3342.00
E07000155,80-84,2337.00
E07000155,85-89,1363.00
E07000155,90+,830.00
E07000155,All ages,92515.00
E07000156,0-4,4993.00
E07000156,5-9,5543.00
E07000156,10-14,5049.00
E07000156,15-19,4339.00
E07000156,20-24,3842.00
E07000156,25-29,4195.00
E07000156,30-34,4930.00
E07000156,35-39,5081.00
E07000156,40-44,4913.00
E07000156,45-49,5731.00
E07000156,50-54,5814.00
E07000156,55-59,5202.00
E07000156,60-64,4600.00
E07000156,65-69,4438.00
E07000156,70-74,4365.00
E07000156,75-79,2768.00
E07000156,80-84,1857.00
E07000156,85-89,1144.00
E07000156,90+,674.00
E07000156,All ages,79478.00
E10000024,0-4,44888.00
E10000024,5-9,49617.00
E10000024,10-14,46494.00
E10000024,15-19,42034.00
E10000024,20-24,43657.00
E10000024,25-29,50027.00
E10000024,30-34,49311.00
E10000024,35-39,49890.00
E10000024,40-44,48299.00
E10000024,45-49,58652.00
E10000024,50-54,62382.00
E10000024,55-59,58320.00
E10000024,60-64,49325.00
E10000024,65-69,47699.00
E10000024,70-74,46814.00
E10000024,75-79,31673.00
E10000024,80-84,22897.00
E10000024,85-89,13600.00
E10000024,90+,7547.00
E10000024,All ages,823126.00
E07000170,0-4,7438.00
E07000170,5-9,7989.00
E07000170,10-14,7252.00
E07000170,15-19,6738.00
E07000170,20-24,6935.00
E07000170,25-29,8295.00
E07000170,30-34,8231.00
E07000170,35-39,7848.00
E07000170,40-44,7252.00
E07000170,45-49,9221.00
E07000170,50-54,9564.00
E07000170,55-59,8876.00
E07000170,60-64,7137.00
E07000170,65-69,6995.00
E07000170,70-74,6688.00
E07000170,75-79,4838.00
E07000170,80-84,3180.00
E07000170,85-89,1779.00
E07000170,90+,895.00
E07000170,All ages,127151.00
E07000171,0-4,6361.00
E07000171,5-9,6813.00
E07000171,10-14,6436.00
E07000171,15-19,5955.00
E07000171,20-24,6121.00
E07000171,25-29,6538.00
E07000171,30-34,6225.00
E07000171,35-39,6473.00
E07000171,40-44,6578.00
E07000171,45-49,8307.00
E07000171,50-54,9325.00
E07000171,55-59,8678.00
E07000171,60-64,7517.00
E07000171,65-69,7211.00
E07000171,70-74,7139.00
E07000171,75-79,4763.00
E07000171,80-84,3351.00
E07000171,85-89,1973.00
E07000171,90+,1075.00
E07000171,All ages,116839.00
E07000172,0-4,5839.00
E07000172,5-9,6505.00
E07000172,10-14,6027.00
E07000172,15-19,5638.00
E07000172,20-24,6700.00
E07000172,25-29,7387.00
E07000172,30-34,7341.00
E07000172,35-39,6977.00
E07000172,40-44,6737.00
E07000172,45-49,7845.00
E07000172,50-54,8221.00
E07000172,55-59,7709.00
E07000172,60-64,6539.00
E07000172,65-69,6501.00
E07000172,70-74,6639.00
E07000172,75-79,4374.00
E07000172,80-84,3216.00
E07000172,85-89,1960.00
E07000172,90+,1117.00
E07000172,All ages,113272.00
E07000173,0-4,6223.00
E07000173,5-9,6956.00
E07000173,10-14,6704.00
E07000173,15-19,6045.00
E07000173,20-24,5752.00
E07000173,25-29,7157.00
E07000173,30-34,7045.00
E07000173,35-39,7423.00
E07000173,40-44,7200.00
E07000173,45-49,8477.00
E07000173,50-54,8919.00
E07000173,55-59,8343.00
E07000173,60-64,6957.00
E07000173,65-69,6969.00
E07000173,70-74,6571.00
E07000173,75-79,4469.00
E07000173,80-84,3583.00
E07000173,85-89,2013.00
E07000173,90+,980.00
E07000173,All ages,117786.00
E07000174,0-4,6569.00
E07000174,5-9,6817.00
E07000174,10-14,5985.00
E07000174,15-19,5287.00
E07000174,20-24,5827.00
E07000174,25-29,7108.00
E07000174,30-34,7363.00
E07000174,35-39,7069.00
E07000174,40-44,6036.00
E07000174,45-49,7470.00
E07000174,50-54,8120.00
E07000174,55-59,7789.00
E07000174,60-64,6630.00
E07000174,65-69,6055.00
E07000174,70-74,5596.00
E07000174,75-79,3808.00
E07000174,80-84,2751.00
E07000174,85-89,1664.00
E07000174,90+,897.00
E07000174,All ages,108841.00
E07000175,0-4,6388.00
E07000175,5-9,7282.00
E07000175,10-14,6873.00
E07000175,15-19,6392.00
E07000175,20-24,6127.00
E07000175,25-29,7051.00
E07000175,30-34,6811.00
E07000175,35-39,6738.00
E07000175,40-44,6788.00
E07000175,45-49,8684.00
E07000175,50-54,9422.00
E07000175,55-59,8804.00
E07000175,60-64,7726.00
E07000175,65-69,7354.00
E07000175,70-74,7479.00
E07000175,75-79,4982.00
E07000175,80-84,3440.00
E07000175,85-89,2001.00
E07000175,90+,1224.00
E07000175,All ages,121566.00
E07000176,0-4,6070.00
E07000176,5-9,7255.00
E07000176,10-14,7217.00
E07000176,15-19,5979.00
E07000176,20-24,6195.00
E07000176,25-29,6491.00
E07000176,30-34,6295.00
E07000176,35-39,7362.00
E07000176,40-44,7708.00
E07000176,45-49,8648.00
E07000176,50-54,8811.00
E07000176,55-59,8121.00
E07000176,60-64,6819.00
E07000176,65-69,6614.00
E07000176,70-74,6702.00
E07000176,75-79,4439.00
E07000176,80-84,3376.00
E07000176,85-89,2210.00
E07000176,90+,1359.00
E07000176,All ages,117671.00
E12000005,0-4,359396.00
E12000005,5-9,377775.00
E12000005,10-14,357155.00
E12000005,15-19,341305.00
E12000005,20-24,392374.00
E12000005,25-29,409089.00
E12000005,30-34,381703.00
E12000005,35-39,368351.00
E12000005,40-44,337608.00
E12000005,45-49,395018.00
E12000005,50-54,406024.00
E12000005,55-59,369143.00
E12000005,60-64,316580.00
E12000005,65-69,298751.00
E12000005,70-74,288735.00
E12000005,75-79,206040.00
E12000005,80-84,152043.00
E12000005,85-89,92029.00
E12000005,90+,51638.00
E12000005,All ages,5900757.00
E06000019,0-4,9337.00
E06000019,5-9,10757.00
E06000019,10-14,10251.00
E06000019,15-19,9407.00
E06000019,20-24,8913.00
E06000019,25-29,10804.00
E06000019,30-34,10921.00
E06000019,35-39,10886.00
E06000019,40-44,9905.00
E06000019,45-49,12682.00
E06000019,50-54,14507.00
E06000019,55-59,13945.00
E06000019,60-64,13167.00
E06000019,65-69,12979.00
E06000019,70-74,12463.00
E06000019,75-79,8573.00
E06000019,80-84,6430.00
E06000019,85-89,3897.00
E06000019,90+,2283.00
E06000019,All ages,192107.00
E06000051,0-4,15034.00
E06000051,5-9,16797.00
E06000051,10-14,17492.00
E06000051,15-19,17045.00
E06000051,20-24,14923.00
E06000051,25-29,17076.00
E06000051,30-34,17159.00
E06000051,35-39,17132.00
E06000051,40-44,17215.00
E06000051,45-49,22308.00
E06000051,50-54,24854.00
E06000051,55-59,24064.00
E06000051,60-64,21387.00
E06000051,65-69,21250.00
E06000051,70-74,21289.00
E06000051,75-79,14622.00
E06000051,80-84,10540.00
E06000051,85-89,6360.00
E06000051,90+,3727.00
E06000051,All ages,320274.00
E06000021,0-4,17135.00
E06000021,5-9,17143.00
E06000021,10-14,15303.00
E06000021,15-19,14242.00
E06000021,20-24,17820.00
E06000021,25-29,18866.00
E06000021,30-34,18169.00
E06000021,35-39,16407.00
E06000021,40-44,14007.00
E06000021,45-49,16779.00
E06000021,50-54,16809.00
E06000021,55-59,15679.00
E06000021,60-64,14027.00
E06000021,65-69,12630.00
E06000021,70-74,11804.00
E06000021,75-79,8191.00
E06000021,80-84,5807.00
E06000021,85-89,3412.00
E06000021,90+,1603.00
E06000021,All ages,255833.00
E06000020,0-4,11022.00
E06000020,5-9,12264.00
E06000020,10-14,11251.00
E06000020,15-19,10342.00
E06000020,20-24,11205.00
E06000020,25-29,11150.00
E06000020,30-34,11424.00
E06000020,35-39,11761.00
E06000020,40-44,10551.00
E06000020,45-49,12675.00
E06000020,50-54,12959.00
E06000020,55-59,11306.00
E06000020,60-64,9648.00
E06000020,65-69,9197.00
E06000020,70-74,8274.00
E06000020,75-79,5750.00
E06000020,80-84,3857.00
E06000020,85-89,2104.00
E06000020,90+,1059.00
E06000020,All ages,177799.00
E10000028,0-4,44389.00
E10000028,5-9,49041.00
E10000028,10-14,48609.00
E10000028,15-19,46100.00
E10000028,20-24,49006.00
E10000028,25-29,53485.00
E10000028,30-34,50638.00
E10000028,35-39,50872.00
E10000028,40-44,49552.00
E10000028,45-49,63085.00
E10000028,50-54,66868.00
E10000028,55-59,61380.00
E10000028,60-64,53286.00
E10000028,65-69,51864.00
E10000028,70-74,52498.00
E10000028,75-79,36601.00
E10000028,80-84,25437.00
E10000028,85-89,14542.00
E10000028,90+,7966.00
E10000028,All ages,875219.00
E07000192,0-4,5378.00
E07000192,5-9,5832.00
E07000192,10-14,5673.00
E07000192,15-19,5240.00
E07000192,20-24,5513.00
E07000192,25-29,6536.00
E07000192,30-34,6723.00
E07000192,35-39,6335.00
E07000192,40-44,5713.00
E07000192,45-49,7692.00
E07000192,50-54,7901.00
E07000192,55-59,6830.00
E07000192,60-64,5799.00
E07000192,65-69,5363.00
E07000192,70-74,5264.00
E07000192,75-79,3599.00
E07000192,80-84,2439.00
E07000192,85-89,1437.00
E07000192,90+,842.00
E07000192,All ages,100109.00
E07000193,0-4,7247.00
E07000193,5-9,7529.00
E07000193,10-14,6948.00
E07000193,15-19,6364.00
E07000193,20-24,6223.00
E07000193,25-29,7333.00
E07000193,30-34,7294.00
E07000193,35-39,7656.00
E07000193,40-44,6801.00
E07000193,45-49,8452.00
E07000193,50-54,9010.00
E07000193,55-59,8198.00
E07000193,60-64,6838.00
E07000193,65-69,6271.00
E07000193,70-74,6143.00
E07000193,75-79,4317.00
E07000193,80-84,3077.00
E07000193,85-89,1868.00
E07000193,90+,1005.00
E07000193,All ages,118574.00
E07000194,0-4,5004.00
E07000194,5-9,5779.00
E07000194,10-14,5757.00
E07000194,15-19,5472.00
E07000194,20-24,5329.00
E07000194,25-29,5462.00
E07000194,30-34,5506.00
E07000194,35-39,5719.00
E07000194,40-44,6164.00
E07000194,45-49,7505.00
E07000194,50-54,8051.00
E07000194,55-59,7167.00
E07000194,60-64,6400.00
E07000194,65-69,6310.00
E07000194,70-74,7253.00
E07000194,75-79,5034.00
E07000194,80-84,3207.00
E07000194,85-89,1844.00
E07000194,90+,1002.00
E07000194,All ages,103965.00
E07000195,0-4,6169.00
E07000195,5-9,6812.00
E07000195,10-14,6853.00
E07000195,15-19,7540.00
E07000195,20-24,10371.00
E07000195,25-29,9490.00
E07000195,30-34,7563.00
E07000195,35-39,7359.00
E07000195,40-44,7275.00
E07000195,45-49,8549.00
E07000195,50-54,9032.00
E07000195,55-59,8612.00
E07000195,60-64,7503.00
E07000195,65-69,7230.00
E07000195,70-74,7160.00
E07000195,75-79,4830.00
E07000195,80-84,3750.00
E07000195,85-89,2193.00
E07000195,90+,1199.00
E07000195,All ages,129490.00
E07000196,0-4,5041.00
E07000196,5-9,5556.00
E07000196,10-14,5824.00
E07000196,15-19,5602.00
E07000196,20-24,5972.00
E07000196,25-29,6309.00
E07000196,30-34,5705.00
E07000196,35-39,5838.00
E07000196,40-44,5963.00
E07000196,45-49,7947.00
E07000196,50-54,9006.00
E07000196,55-59,8695.00
E07000196,60-64,7430.00
E07000196,65-69,7278.00
E07000196,70-74,7372.00
E07000196,75-79,5493.00
E07000196,80-84,3849.00
E07000196,85-89,2092.00
E07000196,90+,1154.00
E07000196,All ages,112126.00
E07000197,0-4,6724.00
E07000197,5-9,7478.00
E07000197,10-14,7569.00
E07000197,15-19,6601.00
E07000197,20-24,6802.00
E07000197,25-29,8629.00
E07000197,30-34,7929.00
E07000197,35-39,8032.00
E07000197,40-44,7751.00
E07000197,45-49,9787.00
E07000197,50-54,10517.00
E07000197,55-59,9579.00
E07000197,60-64,8211.00
E07000197,65-69,8285.00
E07000197,70-74,8264.00
E07000197,75-79,5960.00
E07000197,80-84,4113.00
E07000197,85-89,2339.00
E07000197,90+,1310.00
E07000197,All ages,135880.00
E07000198,0-4,4302.00
E07000198,5-9,5153.00
E07000198,10-14,5351.00
E07000198,15-19,5108.00
E07000198,20-24,4537.00
E07000198,25-29,4991.00
E07000198,30-34,4760.00
E07000198,35-39,4992.00
E07000198,40-44,5422.00
E07000198,45-49,7454.00
E07000198,50-54,7963.00
E07000198,55-59,7358.00
E07000198,60-64,6580.00
E07000198,65-69,6786.00
E07000198,70-74,6946.00
E07000198,75-79,4687.00
E07000198,80-84,3270.00
E07000198,85-89,1803.00
E07000198,90+,934.00
E07000198,All ages,98397.00
E07000199,0-4,4524.00
E07000199,5-9,4902.00
E07000199,10-14,4634.00
E07000199,15-19,4173.00
E07000199,20-24,4259.00
E07000199,25-29,4735.00
E07000199,30-34,5158.00
E07000199,35-39,4941.00
E07000199,40-44,4463.00
E07000199,45-49,5699.00
E07000199,50-54,5388.00
E07000199,55-59,4941.00
E07000199,60-64,4525.00
E07000199,65-69,4341.00
E07000199,70-74,4096.00
E07000199,75-79,2681.00
E07000199,80-84,1732.00
E07000199,85-89,966.00
E07000199,90+,520.00
E07000199,All ages,76678.00
E10000031,0-4,31584.00
E10000031,5-9,33742.00
E10000031,10-14,32335.00
E10000031,15-19,30358.00
E10000031,20-24,33010.00
E10000031,25-29,36024.00
E10000031,30-34,33303.00
E10000031,35-39,34726.00
E10000031,40-44,33804.00
E10000031,45-49,40334.00
E10000031,50-54,42186.00
E10000031,55-59,38597.00
E10000031,60-64,32763.00
E10000031,65-69,31715.00
E10000031,70-74,32468.00
E10000031,75-79,21973.00
E10000031,80-84,16284.00
E10000031,85-89,9845.00
E10000031,90+,5959.00
E10000031,All ages,571010.00
E07000218,0-4,3354.00
E07000218,5-9,3711.00
E07000218,10-14,3465.00
E07000218,15-19,3358.00
E07000218,20-24,3197.00
E07000218,25-29,3789.00
E07000218,30-34,3795.00
E07000218,35-39,3516.00
E07000218,40-44,3689.00
E07000218,45-49,4768.00
E07000218,50-54,5111.00
E07000218,55-59,4851.00
E07000218,60-64,4167.00
E07000218,65-69,3948.00
E07000218,70-74,3970.00
E07000218,75-79,2611.00
E07000218,80-84,1848.00
E07000218,85-89,1063.00
E07000218,90+,639.00
E07000218,All ages,64850.00
E07000219,0-4,7983.00
E07000219,5-9,8268.00
E07000219,10-14,7538.00
E07000219,15-19,6789.00
E07000219,20-24,6924.00
E07000219,25-29,8171.00
E07000219,30-34,8439.00
E07000219,35-39,8292.00
E07000219,40-44,7458.00
E07000219,45-49,8920.00
E07000219,50-54,9568.00
E07000219,55-59,8405.00
E07000219,60-64,7389.00
E07000219,65-69,7159.00
E07000219,70-74,6906.00
E07000219,75-79,4578.00
E07000219,80-84,3266.00
E07000219,85-89,1935.00
E07000219,90+,914.00
E07000219,All ages,128902.00
E07000220,0-4,6561.00
E07000220,5-9,7011.00
E07000220,10-14,6712.00
E07000220,15-19,5919.00
E07000220,20-24,5047.00
E07000220,25-29,6142.00
E07000220,30-34,7051.00
E07000220,35-39,7356.00
E07000220,40-44,6820.00
E07000220,45-49,7857.00
E07000220,50-54,7722.00
E07000220,55-59,7055.00
E07000220,60-64,5580.00
E07000220,65-69,5272.00
E07000220,70-74,5568.00
E07000220,75-79,3917.00
E07000220,80-84,2820.00
E07000220,85-89,1616.00
E07000220,90+,1168.00
E07000220,All ages,107194.00
E07000221,0-4,6165.00
E07000221,5-9,6728.00
E07000221,10-14,7011.00
E07000221,15-19,6376.00
E07000221,20-24,5634.00
E07000221,25-29,6229.00
E07000221,30-34,6219.00
E07000221,35-39,6699.00
E07000221,40-44,7119.00
E07000221,45-49,9168.00
E07000221,50-54,10017.00
E07000221,55-59,9559.00
E07000221,60-64,8290.00
E07000221,65-69,8261.00
E07000221,70-74,9042.00
E07000221,75-79,5944.00
E07000221,80-84,4631.00
E07000221,85-89,2780.00
E07000221,90+,1708.00
E07000221,All ages,127580.00
E07000222,0-4,7521.00
E07000222,5-9,8024.00
E07000222,10-14,7609.00
E07000222,15-19,7916.00
E07000222,20-24,12208.00
E07000222,25-29,11693.00
E07000222,30-34,7799.00
E07000222,35-39,8863.00
E07000222,40-44,8718.00
E07000222,45-49,9621.00
E07000222,50-54,9768.00
E07000222,55-59,8727.00
E07000222,60-64,7337.00
E07000222,65-69,7075.00
E07000222,70-74,6982.00
E07000222,75-79,4923.00
E07000222,80-84,3719.00
E07000222,85-89,2451.00
E07000222,90+,1530.00
E07000222,All ages,142484.00
E11000005,0-4,199547.00
E11000005,5-9,203663.00
E11000005,10-14,188475.00
E11000005,15-19,183229.00
E11000005,20-24,226777.00
