geo_code,sex,age,White,Mixed,Asian,Black,Other
E07000213,1,60,519,3,42,7,8 
E07000213,1,61,488,5,26,9,1 
E07000213,1,62,531,6,47,8,4 
E07000213,1,63,464,8,33,5,2 
E07000213,1,64,417,11,31,5,11 
E07000213,1,65,457,4,17,2,2 
E07000213,1,66,434,4,20,6,3 
E07000213,1,67,426,2,19,3,5 
E07000213,1,68,430,2,23,2,4 
E07000213,1,69,429,3,16,3,8 
E07000213,1,70,450,2,13,1,8 
E07000213,1,71,537,2,17,6,6 
E07000213,1,72,388,1,17,2,1 
E07000213,1,73,386,3,11,0,3 
E07000213,1,74,362,3,13,2,7 
E07000213,1,75,360,1,13,2,6 
E07000213,1,76,308,1,5,1,1 
E07000213,1,77,276,4,13,1,0 
E07000213,1,78,305,2,14,2,0 
E07000213,1,79,269,1,6,1,2 
E07000213,1,80,296,2,10,2,1 
E07000213,1,81,268,0,11,1,1 
E07000213,1,82,243,2,13,0,1 
E07000213,1,83,219,1,9,1,0 
E07000213,1,84,180,1,7,1,0 
E07000213,1,85,163,1,6,1,0 
E07000213,1,86,181,0,3,0,1 
E07000213,1,87,139,0,4,0,0 
E07000213,1,88,104,0,2,1,0 
E07000213,1,89,84,0,2,0,0 
E07000213,1,90,318,1,3,0,0 
E07000214,1,0,376,22,43,4,6 
E07000214,1,1,386,22,44,4,6 
E07000214,1,2,457,26,52,4,8 
E07000214,1,3,430,25,49,4,7 
E07000214,1,4,472,27,54,5,8 
E07000214,1,5,428,25,49,4,7 
E07000214,1,6,472,27,54,5,8 
E07000214,1,7,497,28,57,5,8 
E07000214,1,8,468,23,47,6,4 
E07000214,1,9,481,35,54,10,1 
E07000214,1,10,479,35,44,8,5 
E07000214,1,11,518,27,56,6,9 
E07000214,1,12,470,37,63,8,6 
E07000214,1,13,485,31,42,4,8 
E07000214,1,14,488,28,38,7,1 
E07000214,1,15,471,29,41,5,2 
E07000214,1,16,478,22,29,5,5 
E07000214,1,17,463,29,39,1,3 
E07000214,1,18,471,21,32,2,1 
E07000214,1,19,316,11,23,4,1 
E07000214,1,20,325,14,26,3,3 
E07000214,1,21,350,19,34,5,3 
E07000214,1,22,388,14,41,2,6 
E07000214,1,23,439,18,30,9,4 
E07000214,1,24,423,16,27,4,0 
E07000214,1,25,452,20,39,4,6 
E07000214,1,26,446,19,25,8,1 
E07000214,1,27,393,8,29,10,4 
E07000214,1,28,376,16,38,9,3 
E07000214,1,29,387,20,24,11,7 
E07000214,1,30,497,16,43,4,7 
E07000214,1,31,356,7,21,9,2 
E07000214,1,32,396,9,32,8,2 
E07000214,1,33,378,17,22,10,3 
E07000214,1,34,424,11,37,13,9 
E07000214,1,35,424,18,38,13,1 
E07000214,1,36,467,10,36,19,3 
E07000214,1,37,480,13,45,11,2 
E07000214,1,38,534,11,44,21,9 
E07000214,1,39,474,15,50,17,11 
E07000214,1,40,459,16,61,17,1 
E07000214,1,41,519,7,66,9,7 
E07000214,1,42,457,4,69,10,5 
E07000214,1,43,487,6,73,11,4 
E07000214,1,44,526,17,59,12,4 
E07000214,1,45,595,12,73,14,19 
E07000214,1,46,581,13,71,13,10 
E07000214,1,47,635,10,68,12,6 
E07000214,1,48,665,11,83,14,9 
E07000214,1,49,609,3,66,13,3 
E07000214,1,50,635,4,50,8,4 
E07000214,1,51,642,5,50,12,1 
E07000214,1,52,659,9,42,10,8 
E07000214,1,53,614,15,32,8,3 
E07000214,1,54,633,8,37,6,1 
E07000214,1,55,656,8,32,7,8 
E07000214,1,56,606,7,42,3,6 
E07000214,1,57,585,7,40,4,1 
E07000214,1,58,547,6,22,4,2 
E07000214,1,59,544,5,23,5,2 
E07000214,1,60,531,2,23,5,3 
E07000214,1,61,485,5,25,2,2 
E07000214,1,62,474,1,19,2,6 
E07000214,1,63,462,4,27,1,7 
E07000214,1,64,427,0,19,4,8 
E07000214,1,65,409,3,22,4,3 
E07000214,1,66,410,4,14,1,4 
E07000214,1,67,365,4,20,3,3 
E07000214,1,68,379,1,8,1,2 
E07000214,1,69,421,1,14,0,3 
E07000214,1,70,451,1,9,2,2 
E07000214,1,71,518,1,14,1,1 
E07000214,1,72,403,0,7,0,1 
E07000214,1,73,359,1,8,3,0 
E07000214,1,74,387,0,10,2,0 
E07000214,1,75,400,0,9,0,3 
E07000214,1,76,294,1,14,1,1 
E07000214,1,77,281,3,7,1,0 
E07000214,1,78,274,0,6,0,0 
E07000214,1,79,291,0,5,0,0 
E07000214,1,80,252,5,6,0,0 
E07000214,1,81,250,0,2,0,0 
E07000214,1,82,232,1,8,0,0 
E07000214,1,83,170,0,1,0,0 
E07000214,1,84,194,1,6,0,0 
E07000214,1,85,153,0,8,0,1 
E07000214,1,86,134,0,2,0,0 
E07000214,1,87,134,0,2,0,0 
E07000214,1,88,104,1,2,0,0 
E07000214,1,89,89,1,1,0,0 
E07000214,1,90,272,1,3,1,0 
E07000215,1,0,454,29,13,4,0 
E07000215,1,1,440,28,13,4,0 
E07000215,1,2,533,34,16,5,0 
E07000215,1,3,483,31,14,5,0 
E07000215,1,4,483,31,14,5,0 
E07000215,1,5,499,32,15,5,0 
E07000215,1,6,492,32,15,5,0 
E07000215,1,7,508,33,15,5,0 
E07000215,1,8,504,38,17,3,0 
E07000215,1,9,511,35,16,7,1 
E07000215,1,10,496,39,7,4,0 
E07000215,1,11,511,38,11,3,0 
E07000215,1,12,461,23,11,8,2 
E07000215,1,13,489,46,8,5,2 
E07000215,1,14,469,35,8,3,1 
E07000215,1,15,469,36,18,6,1 
E07000215,1,16,435,36,13,4,1 
E07000215,1,17,495,22,5,9,0 
E07000215,1,18,427,18,12,10,4 
E07000215,1,19,342,19,11,3,1 
E07000215,1,20,277,16,8,4,0 
E07000215,1,21,362,16,12,3,1 
E07000215,1,22,378,22,11,5,3 
E07000215,1,23,383,16,18,5,3 
E07000215,1,24,371,19,16,5,5 
E07000215,1,25,334,6,19,4,2 
E07000215,1,26,375,13,18,7,3 
E07000215,1,27,368,8,10,4,4 
E07000215,1,28,434,11,21,6,2 
E07000215,1,29,438,18,9,4,1 
E07000215,1,30,433,7,13,4,3 
E07000215,1,31,405,18,23,5,1 
E07000215,1,32,396,12,11,1,3 
E07000215,1,33,436,16,18,1,0 
E07000215,1,34,416,6,6,7,7 
E07000215,1,35,429,13,16,6,3 
E07000215,1,36,446,7,14,5,6 
E07000215,1,37,442,12,17,4,2 
E07000215,1,38,558,17,17,2,0 
E07000215,1,39,527,9,36,10,7 
E07000215,1,40,478,11,27,9,0 
E07000215,1,41,477,14,35,8,5 
E07000215,1,42,485,11,11,6,0 
E07000215,1,43,504,7,21,14,2 
E07000215,1,44,512,8,9,11,6 
E07000215,1,45,575,13,27,7,2 
E07000215,1,46,571,10,17,8,2 
E07000215,1,47,589,17,21,6,1 
E07000215,1,48,577,8,25,12,1 
E07000215,1,49,591,8,31,10,0 
E07000215,1,50,633,15,18,13,0 
E07000215,1,51,635,14,17,12,0 
E07000215,1,52,704,2,18,19,0 
E07000215,1,53,625,14,12,11,0 
E07000215,1,54,671,6,14,12,7 
E07000215,1,55,642,2,16,8,1 
E07000215,1,56,641,6,7,14,6 
E07000215,1,57,597,9,15,11,10 
E07000215,1,58,546,2,14,6,2 
E07000215,1,59,495,2,15,6,1 
E07000215,1,60,503,2,6,3,3 
E07000215,1,61,518,1,10,5,6 
E07000215,1,62,510,2,11,2,5 
E07000215,1,63,473,2,13,3,3 
E07000215,1,64,446,1,16,3,1 
E07000215,1,65,456,2,11,6,2 
E07000215,1,66,433,3,5,2,3 
E07000215,1,67,401,4,4,3,1 
E07000215,1,68,450,1,7,4,1 
E07000215,1,69,474,2,3,2,0 
E07000215,1,70,544,1,10,2,2 
E07000215,1,71,511,3,12,0,5 
E07000215,1,72,426,1,4,2,1 
E07000215,1,73,390,1,2,2,0 
E07000215,1,74,380,0,2,1,2 
E07000215,1,75,340,0,6,1,0 
E07000215,1,76,293,3,6,2,0 
E07000215,1,77,255,1,5,0,0 
E07000215,1,78,281,1,6,1,0 
E07000215,1,79,288,2,2,1,2 
E07000215,1,80,264,0,2,0,0 
E07000215,1,81,231,0,2,0,0 
E07000215,1,82,228,1,2,3,1 
E07000215,1,83,168,1,1,0,0 
E07000215,1,84,189,0,2,0,2 
E07000215,1,85,144,2,1,0,1 
E07000215,1,86,149,0,1,1,0 
E07000215,1,87,147,0,1,0,0 
E07000215,1,88,119,0,1,0,0 
E07000215,1,89,117,0,2,0,0 
E07000215,1,90,400,1,2,1,0 
E07000216,1,0,615,19,15,5,0 
E07000216,1,1,622,19,16,5,0 
E07000216,1,2,693,22,17,5,0 
E07000216,1,3,717,22,18,6,0 
E07000216,1,4,701,22,18,5,0 
E07000216,1,5,800,25,20,6,0 
E07000216,1,6,782,24,20,6,0 
E07000216,1,7,762,24,19,6,0 
E07000216,1,8,793,31,6,0,0 
E07000216,1,9,772,29,11,5,0 
E07000216,1,10,850,25,18,2,11 
E07000216,1,11,856,20,12,0,1 
E07000216,1,12,799,25,14,4,0 
E07000216,1,13,801,20,9,4,1 
E07000216,1,14,878,22,6,1,1 
E07000216,1,15,853,31,16,4,4 
E07000216,1,16,857,22,9,1,1 
E07000216,1,17,924,17,12,3,3 
E07000216,1,18,796,29,10,1,1 
E07000216,1,19,705,21,12,2,2 
E07000216,1,20,644,22,11,4,8 
E07000216,1,21,491,22,12,8,2 
E07000216,1,22,639,21,20,4,4 
E07000216,1,23,525,16,25,11,8 
E07000216,1,24,586,21,25,6,5 
E07000216,1,25,520,14,31,4,1 
E07000216,1,26,452,14,16,6,2 
E07000216,1,27,492,13,13,9,4 
E07000216,1,28,437,5,10,3,1 
E07000216,1,29,431,13,13,4,0 
E07000216,1,30,519,10,9,1,3 
E07000216,1,31,432,10,13,5,4 
E07000216,1,32,521,22,12,0,2 
E07000216,1,33,524,7,26,5,8 
E07000216,1,34,550,9,14,1,0 
E07000216,1,35,518,5,16,4,4 
E07000216,1,36,633,4,28,3,3 
E07000216,1,37,614,17,29,6,0 
E07000216,1,38,702,9,42,4,0 
E07000216,1,39,756,12,14,1,0 
E07000216,1,40,601,13,12,6,6 
E07000216,1,41,730,11,21,1,6 
E07000216,1,42,754,5,26,6,1 
E07000216,1,43,882,3,21,2,1 
E07000216,1,44,838,8,23,5,1 
E07000216,1,45,832,5,14,4,12 
E07000216,1,46,949,15,26,8,11 
E07000216,1,47,953,9,14,5,9 
E07000216,1,48,901,3,22,5,13 
E07000216,1,49,945,9,16,0,2 
E07000216,1,50,927,9,11,5,1 
E07000216,1,51,926,14,13,3,5 
E07000216,1,52,879,5,15,8,1 
E07000216,1,53,888,10,10,6,1 
E07000216,1,54,896,7,5,6,0 
E07000216,1,55,849,10,13,2,3 
E07000216,1,56,834,10,10,6,2 
E07000216,1,57,823,6,8,3,7 
E07000216,1,58,796,6,16,1,5 
E07000216,1,59,755,6,11,6,3 
E07000216,1,60,739,3,10,4,3 
E07000216,1,61,715,3,11,0,2 
E07000216,1,62,667,5,6,1,5 
E07000216,1,63,599,4,11,1,3 
E07000216,1,64,647,2,14,4,2 
E07000216,1,65,615,3,7,1,6 
E07000216,1,66,573,0,5,1,0 
E07000216,1,67,630,1,7,1,2 
E07000216,1,68,592,1,7,2,1 
E07000216,1,69,712,5,7,2,2 
E07000216,1,70,696,2,5,0,0 
E07000216,1,71,756,3,9,0,4 
E07000216,1,72,626,1,2,1,1 
E07000216,1,73,591,2,3,0,1 
E07000216,1,74,639,1,4,0,1 
E07000216,1,75,575,3,4,1,0 
E07000216,1,76,470,0,5,0,1 
E07000216,1,77,386,3,2,1,0 
E07000216,1,78,441,3,3,0,1 
E07000216,1,79,431,2,3,0,3 
E07000216,1,80,399,0,3,0,0 
E07000216,1,81,366,3,5,0,0 
E07000216,1,82,364,0,2,0,0 
E07000216,1,83,328,0,2,1,0 
E07000216,1,84,258,0,1,0,0 
E07000216,1,85,270,0,3,1,0 
E07000216,1,86,278,2,2,1,0 
E07000216,1,87,212,0,1,0,1 
E07000216,1,88,198,1,1,0,0 
E07000216,1,89,147,1,2,0,0 
E07000216,1,90,519,1,1,0,1 
E07000217,1,0,481,56,98,15,10 
E07000217,1,1,469,55,95,14,10 
E07000217,1,2,522,61,106,16,11 
E07000217,1,3,525,61,107,16,11 
E07000217,1,4,504,59,102,15,11 
E07000217,1,5,544,64,110,17,12 
E07000217,1,6,588,69,120,18,13 
E07000217,1,7,520,61,106,16,11 
E07000217,1,8,572,63,128,12,5 
E07000217,1,9,507,60,128,11,6 
E07000217,1,10,560,50,123,12,10 
E07000217,1,11,531,37,121,15,18 
E07000217,1,12,483,58,122,10,15 
E07000217,1,13,445,42,107,9,19 
E07000217,1,14,434,32,89,6,10 
E07000217,1,15,440,40,84,7,7 
E07000217,1,16,455,28,92,3,4 
E07000217,1,17,472,34,83,6,7 
E07000217,1,18,436,20,60,5,7 
E07000217,1,19,319,23,63,4,8 
E07000217,1,20,286,14,48,3,3 
E07000217,1,21,305,22,63,7,6 
E07000217,1,22,341,11,55,5,0 
E07000217,1,23,411,23,54,6,0 
E07000217,1,24,349,14,60,4,4 
E07000217,1,25,413,13,79,12,9 
E07000217,1,26,385,15,68,8,0 
E07000217,1,27,433,17,102,8,4 
E07000217,1,28,398,13,90,7,2 
E07000217,1,29,480,18,94,5,0 
E07000217,1,30,493,26,106,2,2 
E07000217,1,31,502,11,82,7,7 
E07000217,1,32,460,15,101,10,10 
E07000217,1,33,502,26,121,8,13 
E07000217,1,34,476,20,100,13,14 
E07000217,1,35,502,14,106,13,7 
E07000217,1,36,534,27,118,27,19 
E07000217,1,37,571,17,147,14,9 
E07000217,1,38,604,12,164,22,11 
E07000217,1,39,645,22,159,27,12 
E07000217,1,40,627,13,140,18,31 
E07000217,1,41,588,14,163,17,21 
E07000217,1,42,683,18,156,21,11 
E07000217,1,43,681,14,168,15,18 
E07000217,1,44,630,16,117,25,18 
E07000217,1,45,618,13,85,16,23 
E07000217,1,46,629,13,115,12,7 
E07000217,1,47,618,13,97,16,6 
E07000217,1,48,642,5,89,17,13 
E07000217,1,49,637,11,97,12,2 
E07000217,1,50,627,8,71,12,7 
E07000217,1,51,666,6,73,10,13 
E07000217,1,52,624,9,61,17,6 
E07000217,1,53,658,9,62,16,4 
E07000217,1,54,622,9,53,8,3 
E07000217,1,55,628,5,52,9,3 
E07000217,1,56,565,5,42,5,3 
E07000217,1,57,572,8,43,6,7 
E07000217,1,58,558,8,41,6,3 
E07000217,1,59,536,2,42,5,6 
E07000217,1,60,567,6,39,6,5 
E07000217,1,61,538,1,41,8,4 
E07000217,1,62,448,9,32,3,4 
E07000217,1,63,485,5,36,5,2 
E07000217,1,64,424,1,37,5,5 
E07000217,1,65,424,3,45,4,3 
E07000217,1,66,444,1,37,4,4 
E07000217,1,67,440,6,27,1,8 
E07000217,1,68,406,1,26,3,2 
E07000217,1,69,444,3,26,7,3 
E07000217,1,70,453,1,16,4,5 
E07000217,1,71,483,3,10,3,5 
E07000217,1,72,344,0,11,3,7 
E07000217,1,73,349,2,12,2,2 
E07000217,1,74,348,1,5,2,3 
E07000217,1,75,307,1,17,4,5 
E07000217,1,76,265,3,18,2,0 
E07000217,1,77,238,2,14,1,2 
E07000217,1,78,251,1,19,2,0 
E07000217,1,79,220,2,10,0,2 
E07000217,1,80,216,0,11,0,1 
E07000217,1,81,243,0,12,0,5 
E07000217,1,82,225,1,19,0,0 
E07000217,1,83,192,0,7,1,1 
E07000217,1,84,173,0,5,1,0 
E07000217,1,85,147,1,8,1,1 
E07000217,1,86,142,0,5,0,1 
E07000217,1,87,121,3,10,0,0 
E07000217,1,88,104,0,5,0,0 
E07000217,1,89,111,1,5,0,1 
E07000217,1,90,356,1,8,0,0 
E07000218,1,0,294,5,4,0,0 
E07000218,1,1,328,5,4,0,0 
E07000218,1,2,372,6,5,0,0 
E07000218,1,3,327,5,4,0,0 
E07000218,1,4,358,6,4,0,0 
E07000218,1,5,369,6,5,0,0 
E07000218,1,6,353,5,4,0,0 
E07000218,1,7,343,5,4,0,0 
E07000218,1,8,362,9,2,0,1 
E07000218,1,9,341,13,3,0,1 
E07000218,1,10,343,8,1,0,0 
E07000218,1,11,352,7,2,2,1 
E07000218,1,12,344,8,1,0,0 
E07000218,1,13,351,11,1,0,0 
E07000218,1,14,339,5,5,1,0 
E07000218,1,15,379,7,7,1,0 
E07000218,1,16,354,5,5,0,0 
E07000218,1,17,339,8,0,3,0 
E07000218,1,18,353,10,1,2,0 
E07000218,1,19,286,5,3,0,0 
E07000218,1,20,276,4,4,1,0 
E07000218,1,21,337,6,6,0,0 
E07000218,1,22,304,3,6,2,0 
E07000218,1,23,354,3,0,1,1 
E07000218,1,24,340,5,6,2,0 
E07000218,1,25,326,2,6,4,1 
E07000218,1,26,400,5,5,1,0 
E07000218,1,27,408,5,6,0,0 
E07000218,1,28,342,1,4,0,0 
E07000218,1,29,354,3,2,1,1 
E07000218,1,30,387,3,2,0,0 
E07000218,1,31,345,7,0,2,1 
E07000218,1,32,400,2,4,3,1 
E07000218,1,33,379,3,6,5,0 
E07000218,1,34,347,1,6,0,1 
E07000218,1,35,327,2,7,1,0 
E07000218,1,36,329,2,5,1,1 
E07000218,1,37,301,1,8,2,1 
E07000218,1,38,292,2,3,0,1 
E07000218,1,39,330,6,7,2,1 
E07000218,1,40,321,0,8,0,1 
E07000218,1,41,348,3,5,2,0 
E07000218,1,42,320,4,10,3,2 
E07000218,1,43,364,6,8,2,0 
E07000218,1,44,411,6,4,1,0 
E07000218,1,45,402,4,3,1,1 
E07000218,1,46,476,2,1,2,1 
E07000218,1,47,514,1,2,0,1 
E07000218,1,48,415,2,6,4,1 
E07000218,1,49,501,1,9,3,1 
E07000218,1,50,471,4,7,2,0 
E07000218,1,51,495,2,3,0,1 
E07000218,1,52,536,2,1,2,0 
E07000218,1,53,495,3,4,2,0 
E07000218,1,54,457,4,8,3,2 
E07000218,1,55,547,1,1,1,0 
E07000218,1,56,490,5,5,2,0 
E07000218,1,57,450,2,4,7,0 
E07000218,1,58,469,1,4,3,1 
E07000218,1,59,461,2,3,3,0 
E07000218,1,60,447,3,4,0,0 
E07000218,1,61,430,0,1,2,0 
E07000218,1,62,405,1,2,0,0 
E07000218,1,63,367,0,5,0,0 
E07000218,1,64,412,1,1,2,0 
E07000218,1,65,389,1,1,3,1 
E07000218,1,66,337,1,5,0,0 
E07000218,1,67,413,0,1,1,0 
E07000218,1,68,378,1,5,1,0 
E07000218,1,69,398,1,3,0,0 
E07000218,1,70,425,3,3,1,0 
E07000218,1,71,433,0,3,0,0 
E07000218,1,72,343,1,4,2,1 
E07000218,1,73,362,1,2,0,0 
E07000218,1,74,354,0,0,0,0 
E07000218,1,75,316,2,3,2,0 
E07000218,1,76,300,0,0,1,0 
E07000218,1,77,212,0,2,1,0 
E07000218,1,78,217,1,2,0,1 
E07000218,1,79,212,0,2,2,0 
E07000218,1,80,199,0,0,0,0 
E07000218,1,81,188,1,0,1,0 
E07000218,1,82,157,0,0,0,0 
E07000218,1,83,155,0,0,0,0 
E07000218,1,84,130,1,1,0,1 
E07000218,1,85,100,0,1,0,0 
E07000218,1,86,87,0,0,0,0 
E07000218,1,87,96,0,0,1,0 
E07000218,1,88,78,0,0,0,0 
E07000218,1,89,47,0,0,0,0 
E07000218,1,90,178,0,0,0,0 
E07000219,1,0,689,14,74,14,7 
E07000219,1,1,708,14,76,15,7 
E07000219,1,2,783,15,84,16,8 
E07000219,1,3,714,14,77,15,8 
E07000219,1,4,689,14,74,14,7 
E07000219,1,5,755,15,81,16,8 
E07000219,1,6,677,13,73,14,7 
E07000219,1,7,770,15,83,16,8 
E07000219,1,8,767,31,56,22,2 
E07000219,1,9,706,27,59,10,6 
E07000219,1,10,688,26,75,8,8 
E07000219,1,11,663,28,70,12,7 
E07000219,1,12,689,34,67,14,3 
E07000219,1,13,582,21,50,15,3 
E07000219,1,14,604,29,65,6,3 
E07000219,1,15,587,20,61,3,5 
E07000219,1,16,598,21,42,9,2 
E07000219,1,17,608,18,57,4,5 
E07000219,1,18,611,20,48,11,5 
E07000219,1,19,611,17,50,7,2 
E07000219,1,20,530,12,48,4,2 
E07000219,1,21,562,10,40,3,4 
E07000219,1,22,694,24,53,4,4 
E07000219,1,23,652,18,49,5,4 
E07000219,1,24,720,15,44,5,4 
E07000219,1,25,675,16,42,5,2 
E07000219,1,26,712,22,63,4,11 
E07000219,1,27,676,16,62,3,4 
E07000219,1,28,730,8,41,9,5 
E07000219,1,29,751,11,50,0,3 
E07000219,1,30,726,11,46,4,7 
E07000219,1,31,722,9,57,3,2 
E07000219,1,32,742,8,62,8,4 
E07000219,1,33,761,11,77,1,1 
E07000219,1,34,697,11,77,11,4 
E07000219,1,35,734,7,77,5,7 
E07000219,1,36,690,4,87,15,9 
E07000219,1,37,739,8,78,18,4 
E07000219,1,38,713,5,82,5,7 
E07000219,1,39,668,8,88,6,8 
E07000219,1,40,649,4,95,19,5 
E07000219,1,41,608,6,78,13,3 
E07000219,1,42,673,3,80,16,3 
E07000219,1,43,643,2,70,11,6 
E07000219,1,44,665,8,70,8,2 
E07000219,1,45,772,3,73,8,2 
E07000219,1,46,743,4,55,9,6 
E07000219,1,47,875,5,58,10,2 
E07000219,1,48,829,2,45,12,5 
E07000219,1,49,857,7,64,11,2 
E07000219,1,50,808,8,65,6,4 
E07000219,1,51,847,2,56,22,9 
E07000219,1,52,938,6,46,6,8 
E07000219,1,53,857,5,53,7,3 
E07000219,1,54,904,6,59,10,5 
E07000219,1,55,757,6,48,10,7 
E07000219,1,56,887,6,49,9,2 
E07000219,1,57,800,5,46,11,2 
E07000219,1,58,760,4,34,16,2 
E07000219,1,59,730,1,32,3,2 
E07000219,1,60,711,3,38,3,3 
E07000219,1,61,690,3,44,6,2 
E07000219,1,62,670,2,41,3,5 
E07000219,1,63,662,0,42,6,4 
E07000219,1,64,641,2,42,2,2 
E07000219,1,65,700,6,42,4,2 
E07000219,1,66,623,3,30,3,5 
E07000219,1,67,604,2,26,1,3 
E07000219,1,68,717,2,33,4,3 
E07000219,1,69,678,1,20,0,1 
E07000219,1,70,645,0,24,1,1 
E07000219,1,71,759,3,29,0,0 
E07000219,1,72,564,3,9,1,0 
E07000219,1,73,645,3,25,3,2 
E07000219,1,74,576,0,11,1,0 
E07000219,1,75,529,0,24,3,5 
E07000219,1,76,425,0,9,0,0 
E07000219,1,77,400,2,11,2,1 
E07000219,1,78,337,2,11,3,2 
E07000219,1,79,355,0,9,1,1 
E07000219,1,80,370,0,8,0,0 
E07000219,1,81,305,1,7,1,1 
E07000219,1,82,243,0,7,1,1 
E07000219,1,83,231,1,7,1,0 
E07000219,1,84,223,1,5,0,0 
E07000219,1,85,191,1,7,0,0 
E07000219,1,86,171,0,5,1,0 
E07000219,1,87,144,1,4,0,1 
E07000219,1,88,125,1,4,1,1 
E07000219,1,89,79,0,0,0,0 
E07000219,1,90,264,1,4,1,0 
E07000220,1,0,513,43,20,7,3 
E07000220,1,1,558,47,22,8,3 
E07000220,1,2,591,49,23,8,3 
E07000220,1,3,591,49,23,8,3 
E07000220,1,4,614,51,24,8,3 
E07000220,1,5,613,51,24,8,3 
E07000220,1,6,667,56,26,9,3 
E07000220,1,7,645,54,25,9,3 
E07000220,1,8,569,31,36,12,2 
E07000220,1,9,610,46,42,9,3 
E07000220,1,10,587,46,35,29,0 
E07000220,1,11,594,60,37,17,2 
E07000220,1,12,604,35,49,15,0 
E07000220,1,13,545,30,36,22,3 
E07000220,1,14,645,30,29,27,1 
E07000220,1,15,627,22,34,7,2 
E07000220,1,16,550,31,30,9,3 
E07000220,1,17,575,46,41,7,0 
E07000220,1,18,555,26,30,10,5 
E07000220,1,19,408,23,23,22,2 
E07000220,1,20,377,18,28,8,1 
E07000220,1,21,419,24,38,10,2 
E07000220,1,22,538,22,33,9,3 
E07000220,1,23,521,29,46,7,0 
E07000220,1,24,531,22,27,10,2 
E07000220,1,25,495,29,42,9,6 
E07000220,1,26,555,29,29,18,4 
E07000220,1,27,516,30,22,13,1 
E07000220,1,28,586,26,41,9,4 
E07000220,1,29,558,21,42,11,2 
E07000220,1,30,563,12,63,7,2 
E07000220,1,31,582,26,55,7,1 
E07000220,1,32,594,14,43,12,2 
E07000220,1,33,618,12,49,17,2 
E07000220,1,34,546,11,57,22,2 
E07000220,1,35,618,9,49,18,6 
E07000220,1,36,643,15,72,20,1 
E07000220,1,37,610,14,55,31,4 
E07000220,1,38,643,17,51,17,3 
E07000220,1,39,608,14,64,31,5 
E07000220,1,40,599,8,47,22,3 
E07000220,1,41,612,14,50,28,7 
E07000220,1,42,582,7,52,23,3 
E07000220,1,43,641,12,44,26,2 
E07000220,1,44,627,7,36,14,2 
E07000220,1,45,681,13,61,23,5 
E07000220,1,46,716,8,39,15,1 
E07000220,1,47,724,6,50,19,1 
E07000220,1,48,743,6,49,17,3 
E07000220,1,49,720,7,47,25,2 
E07000220,1,50,693,8,42,18,3 
E07000220,1,51,695,6,30,26,0 
E07000220,1,52,743,7,40,19,2 
E07000220,1,53,685,3,41,28,3 
E07000220,1,54,703,7,39,21,1 
E07000220,1,55,728,10,46,27,6 
E07000220,1,56,679,5,31,25,2 
E07000220,1,57,693,3,35,10,1 
E07000220,1,58,629,1,34,9,2 
E07000220,1,59,573,4,33,19,4 
E07000220,1,60,581,5,39,11,3 
E07000220,1,61,526,2,31,11,2 
E07000220,1,62,503,0,22,6,5 
E07000220,1,63,478,3,32,9,1 
E07000220,1,64,496,3,30,7,1 
E07000220,1,65,483,4,26,9,2 
E07000220,1,66,479,2,24,10,0 
E07000220,1,67,478,1,16,4,3 
E07000220,1,68,472,5,22,6,2 
E07000220,1,69,537,2,16,1,2 
E07000220,1,70,518,2,9,5,2 
E07000220,1,71,578,2,20,4,0 
E07000220,1,72,514,0,13,0,1 
E07000220,1,73,479,0,15,3,0 
E07000220,1,74,489,1,10,4,1 
E07000220,1,75,443,0,12,5,0 
E07000220,1,76,368,2,16,4,0 
E07000220,1,77,364,2,11,4,0 
E07000220,1,78,313,1,12,4,0 
E07000220,1,79,315,1,12,5,0 
E07000220,1,80,291,0,5,4,0 
E07000220,1,81,276,1,5,5,0 
E07000220,1,82,251,2,8,7,1 
E07000220,1,83,214,1,10,2,0 
E07000220,1,84,163,0,6,1,0 
E07000220,1,85,145,0,3,3,1 
E07000220,1,86,145,0,5,3,0 
E07000220,1,87,149,0,5,2,1 
E07000220,1,88,88,0,3,2,0 
E07000220,1,89,97,0,2,1,0 
E07000220,1,90,386,2,4,4,0 
E07000221,1,0,545,18,10,3,0 
E07000221,1,1,577,19,10,3,0 
E07000221,1,2,623,20,11,3,0 
E07000221,1,3,619,20,11,3,0 
E07000221,1,4,617,20,11,3,0 
E07000221,1,5,637,21,11,3,0 
E07000221,1,6,625,20,11,3,0 
E07000221,1,7,687,22,12,4,0 
E07000221,1,8,616,27,7,0,2 
E07000221,1,9,687,27,7,1,0 
E07000221,1,10,750,31,12,1,0 
E07000221,1,11,694,30,7,2,1 
E07000221,1,12,641,37,7,1,1 
E07000221,1,13,653,23,7,1,0 
E07000221,1,14,637,35,5,0,1 
E07000221,1,15,657,25,11,0,2 
E07000221,1,16,621,32,6,1,3 
E07000221,1,17,697,18,6,1,1 
E07000221,1,18,699,18,9,0,0 
E07000221,1,19,489,6,7,1,1 
E07000221,1,20,476,10,8,1,1 
E07000221,1,21,536,16,8,1,0 
E07000221,1,22,576,8,3,2,0 
E07000221,1,23,649,21,4,1,0 
E07000221,1,24,616,13,11,5,1 
E07000221,1,25,509,12,21,2,3 
E07000221,1,26,601,13,34,1,2 
E07000221,1,27,648,11,37,3,3 
E07000221,1,28,665,7,11,8,0 
E07000221,1,29,621,4,9,0,5 
