cdu_id,geo_code,ns-sec_total_persons,ns-sec_1,ns-sec_2,ns-sec_3,ns-sec_4,ns-sec_5,ns-sec_6,ns-sec_7,ns-sec_8,ns-sec_15,ns-sec_1_perc,ns-sec_2_perc,ns-sec_3_perc,ns-sec_4_perc,ns-sec_5_perc,ns-sec_6_perc,ns-sec_7_perc,ns-sec_8_perc,ns-sec_15_perc,biggest_ns_sec
158,E07000043,91592,9311,20176,8160,18970,8721,12840,10932,1923,556,0.10165735,0.220281247,0.08909075,0.207114158,0.095215739,0.140186916,0.119355402,0.020995283,0.006070399,ns_sec_2_perc
159,E07000044,81805,13659,21553,6898,17314,5909,8063,6436,1503,464,0.166970234,0.263468003,0.084322474,0.211649655,0.072232749,0.098563657,0.078674898,0.01837296,0.005672025,ns_sec_2_perc
160,E07000045,121337,16135,30646,12007,21263,10255,15112,12979,2397,542,0.132976751,0.25256929,0.098955801,0.17523921,0.084516677,0.124545687,0.106966548,0.019754898,0.004466898,ns_sec_2_perc
161,E07000046,62887,5482,12510,4915,14937,6016,9074,7986,1734,231,0.08717223,0.198928236,0.078156058,0.237521268,0.095663651,0.144290553,0.12698968,0.027573266,0.003673255,ns_sec_4_perc
162,E07000047,51914,7989,12137,4276,11415,4173,5885,4862,982,195,0.153889124,0.2337905,0.082366992,0.219882883,0.080382941,0.113360558,0.093654891,0.018915899,0.003756212,ns_sec_2_perc
163,E07000048,47298,6713,12174,5428,7822,4114,5850,4158,863,173,0.141929891,0.257389319,0.114761724,0.165376972,0.086980422,0.123683877,0.087910694,0.018246015,0.00365766,ns_sec_2_perc
164,E07000049,86193,15373,23310,9495,13953,6800,8799,6785,1276,402,0.178355551,0.270439595,0.110159758,0.161880895,0.078892718,0.102084856,0.078718689,0.014803986,0.004663952,ns_sec_2_perc
165,E07000050,65572,9326,16755,5705,11846,5796,7161,7563,1154,266,0.14222534,0.255520649,0.087003599,0.180656378,0.088391387,0.109208199,0.115338864,0.017598975,0.00405661,ns_sec_2_perc
166,E07000051,44334,6031,10905,4374,7333,4702,5289,4657,871,167,0.136035548,0.245973745,0.098660171,0.165403528,0.106058556,0.119298958,0.105043533,0.019646321,0.003766861,ns_sec_2_perc
167,E07000052,96596,14750,25027,8786,17843,8303,10794,8892,1756,445,0.152697834,0.259089403,0.090956147,0.184717794,0.08595594,0.111743758,0.092053501,0.018178807,0.004606816,ns_sec_2_perc
168,E07000053,63373,6833,14983,7036,8402,6880,9200,7728,1853,458,0.107821943,0.236425607,0.1110252,0.132580121,0.108563584,0.145172234,0.121944677,0.029239582,0.007227053,ns_sec_2_perc
169,E07000061,96968,10425,23994,11737,13808,8468,13311,10091,3002,2122,0.107509694,0.247442455,0.121039931,0.142397492,0.087327778,0.13727209,0.104065259,0.030958667,0.021883508,ns_sec_2_perc
170,E07000062,88562,7434,19662,10238,13580,7660,13968,10370,4564,1079,0.083941194,0.222013956,0.115602629,0.153338904,0.086493078,0.157720015,0.11709311,0.051534518,0.012183555,ns_sec_2_perc
171,E07000063,95880,14854,25126,10725,16084,7323,10496,8703,1952,614,0.15492282,0.262056738,0.111858573,0.167751356,0.076376721,0.109470171,0.090769712,0.020358782,0.006403838,ns_sec_2_perc
172,E07000064,88149,11924,22060,9653,17371,7053,10263,7018,2365,436,0.135270962,0.250258086,0.109507765,0.197064062,0.080012252,0.116427866,0.079615197,0.026829573,0.004946171,ns_sec_2_perc
173,E07000065,146039,24904,40013,14836,28019,10507,14268,10505,2399,579,0.17052979,0.273988455,0.101589301,0.191859709,0.071946535,0.097699929,0.07193284,0.016427119,0.003964694,ns_sec_2_perc
174,E07000066,173372,21564,38409,21404,23904,16192,22427,21632,6727,1099,0.124379946,0.221540964,0.123457075,0.137876935,0.09339455,0.129357682,0.124772166,0.03880096,0.006338971,ns_sec_2_perc
175,E07000067,145463,20010,35169,15651,22155,13518,18094,16251,3855,755,0.137560754,0.241772822,0.107594371,0.152306772,0.092930848,0.12438902,0.111719131,0.026501585,0.005190323,ns_sec_2_perc
176,E07000068,72789,15529,20961,8930,10639,4553,5912,4495,1440,330,0.213342675,0.287969336,0.122683372,0.146162195,0.06255066,0.081221064,0.061753836,0.019783209,0.004533652,ns_sec_2_perc
177,E07000069,87385,9669,18978,11129,15084,9198,10728,10053,2247,292,0.110648281,0.217176861,0.127355954,0.172615437,0.10525834,0.122767065,0.115042627,0.025713795,0.003341535,ns_sec_2_perc
178,E07000070,166182,31366,45580,20305,21303,12540,16908,13231,3624,1319,0.18874487,0.274277599,0.122185315,0.128190779,0.075459436,0.101743871,0.079617528,0.021807416,0.007937081,ns_sec_2_perc
179,E07000071,167080,24896,42700,18441,20787,13630,20689,15832,4609,5489,0.149006464,0.255566196,0.110372277,0.124413455,0.081577687,0.123826909,0.094757003,0.027585588,0.032852526,ns_sec_2_perc
180,E07000072,123623,19957,31110,14394,24068,8686,11013,9943,3300,1144,0.161434361,0.251652201,0.116434644,0.194688691,0.070262006,0.089085364,0.080430017,0.026694062,0.009253941,ns_sec_2_perc
181,E07000073,81551,7419,17292,9819,9967,8438,12003,12572,3257,771,0.090973746,0.212039092,0.120403183,0.122217999,0.103468995,0.147183971,0.1541612,0.039938198,0.009454207,ns_sec_2_perc
182,E07000074,61097,9474,15351,5911,11141,5307,6708,5705,1264,229,0.155064897,0.251256199,0.096747794,0.182349379,0.086861875,0.109792625,0.093376107,0.020688414,0.003748138,ns_sec_2_perc
